##	TAG	<div1>
##	TAG	<head>
1	TOK	Sharp	BOS	sharp\JA
##	TAG	<s>
152	TOK	Fast	BOS	fast\JA
153	TOK	growth		growth\N5S
154	TOK	tends		tend\VMFDRS3
155	TOK	to		to\P
156	TOK	promote		promote\VMI----
157	TOK	a		a\AI---S
158	TOK	more		more\DDC7
159	TOK	open		open\JA
160	TOK	economy		economy\N5S
---	DLD	,		=\DELIM
161	TOK	reflecting		reflect\VMG----
162	TOK	policies		policy\N5P
163	TOK	common		common\JA
164	TOK	to		to\P
165	TOK	both		both\RIP3N-
---	DLD	,		=\DELIM
166	TOK	and		and\CC
167	TOK	hence		hence\DGA7
168	TOK	lagging		lag\VMG----
169	TOK	integration		integration\N5S
170	TOK	is		be\V6FDRS3
171	TOK	a		a\AI---S
172	TOK	sign		sign\N5S
173	TOK	of		of\P
174	TOK	underlying		underlying\JA
175	TOK	policy		policy\N5S
176	TOK	deficiencies		deficiency\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
177	TOK	Additionally	BOS	additionally\DGA7
---	DLD	,		=\DELIM
178	TOK	integration		integration\N5S
179	TOK	tends		tend\VMFDRS3
180	TOK	to		to\P
181	TOK	promote		promote\VMI----
182	TOK	higher		high\JC
183	TOK	growth		growth\N5S
---	DLD	,		=\DELIM
184	TOK	through		through\P
185	TOK	the		the\AT---6
186	TOK	channels		channel\N5P
187	TOK	of		of\P
188	TOK	better		good\JC
189	TOK	resource		resource\N5S
190	TOK	allocation		allocation\N5S
---	DLD	,		=\DELIM
191	TOK	greater		great\JC
192	TOK	competition		competition\N5S
---	DLD	,		=\DELIM
193	TOK	transfer		transfer\N5S
194	TOK	of		of\P
195	TOK	technology		technology\N5S
---	DLD	,		=\DELIM
196	TOK	and		and\CC
197	TOK	access		access\N5S
198	TOK	to		to\P
199	TOK	foreign		foreign\JA
200	TOK	savings		saving\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
201	TOK	Many	BOS	many\AI---P
202	TOK	of		of\P
203	TOK	the		the\AT---6
204	TOK	countries		country\N5P
205	TOK	that		that\RW63N6
206	TOK	are		be\V6FDR66
207	TOK	lagging		lag\VMG----
208	TOK	in		in\P
209	TOK	global		global\JA
210	TOK	integration		integration\N5S
211	TOK	are		be\V6FDR66
212	TOK	among		among\P
213	TOK	the		the\AT---6
214	TOK	poorest		poor\JS
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
215	TOK	Policies	BOS	policy\N5P
216	TOK	found		find\VMC----
217	TOK	to		to\P
218	TOK	have		have\VMI----
219	TOK	a		a\AI---S
220	TOK	strong		strong\JA
221	TOK	bearing		bearing\N5S
222	TOK	on		on\P
223	TOK	the		the\AT---6
224	TOK	pace		pace\N5S
225	TOK	of		of\P
226	TOK	integration		integration\N5S
227	TOK	include		include\VMF6R66
228	TOK	macroeconomic		macroeconomic\JA
229	TOK	policies		policy\N5P
---	DLD	,		=\DELIM
230	TOK	trade		trade\N5S
231	TOK	reform		reform\N5S
---	DLD	,		=\DELIM
232	TOK	and		and\CC
233	TOK	the		the\AT---6
234	TOK	provision		provision\N5S
235	TOK	of		of\P
236	TOK	physical		physical\JA
237	TOK	infrastructure		infrastructure\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
238	TOK	Macroeconomic	BOS	macroeconomic\JA
239	TOK	stability		stability\N5S
---	DLE	-		=\DELIM
---	DLE	-		=\DELIM
---	DLE	-		=\DELIM
240	TOK	for		for\P
241	TOK	instance		instance\N5S
---	DLD	,		=\DELIM
242	TOK	the		the\AT---6
243	TOK	size		size\N5S
244	TOK	of		of\P
245	TOK	fiscal		fiscal\JA
246	TOK	deficits		deficit\N5P
247	TOK	and		and\CC
248	TOK	the		the\AT---6
249	TOK	volatility		volatility\N5S
250	TOK	of		of\P
251	TOK	the		the\AT---6
252	TOK	real		real\JA
253	TOK	exchange		exchange\N5S
254	TOK	rate		rate\N5S
---	DLD	-		=\DELIM
---	DLD	-		=\DELIM
---	DLD	-		=\DELIM
255	TOK	shows		show\VMFDRS3
256	TOK	a		a\AI---S
257	TOK	close		close\JA
258	TOK	empirical		empirical\JA
259	TOK	relationship		relationship\N5S
260	TOK	positively		positively\DGA7
261	TOK	with		with\P
262	TOK	integration		integration\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
263	TOK	This	BOS	this\RDS3N-
264	TOK	suggests		suggest\VMFDRS3
265	TOK	that		that\CS
266	TOK	the		the\AT---6
267	TOK	right		right\JA
268	TOK	macro		macro\N5S
---	DLD	-		=\DELIM
269	TOK	policies		policy\N5P
270	TOK	are		be\V6FDR66
271	TOK	not		not\DGA7
272	TOK	only		only\DGA7
273	TOK	good		good\JA
274	TOK	for		for\P
275	TOK	growth		growth\N5S
276	TOK	and		and\CC
277	TOK	inflation		inflation\N5S
---	DLD	,		=\DELIM
278	TOK	but		but\CC
279	TOK	also		also\DGA7
280	TOK	help		help\VMF6R66
281	TOK	to		to\P
282	TOK	facilitate		facilitate\VMI----
283	TOK	an		an\AI---S
284	TOK	outward		outward\JA
285	TOK	orientation		orientation\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
286	TOK	Many	BOS	many\AI---P
287	TOK	developing		developing\JA
288	TOK	countries		country\N5P
289	TOK	have		have\V6F6R66
290	TOK	lagged		lag\VMC----
291	TOK	behind		behind\DGA7
292	TOK	in		in\P
293	TOK	opening		opening\N5S
294	TOK	to		to\P
295	TOK	world		world\N5S
296	TOK	trade		trade\VMF6R66
---	DLE	-		=\DELIM
---	DLE	-		=\DELIM
---	DLE	-		=\DELIM
297	TOK	and		and\CC
298	TOK	are		be\V6FDR66
299	TOK	deterred		deter\VMC----
300	TOK	by		by\P
301	TOK	perceptions		perception\N5P
302	TOK	of		of\P
303	TOK	trade		trade\N5S
304	TOK	barriers		barrier\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
305	TOK	But	BOS	but\CC
306	TOK	some		some\DGA7
307	TOK	of		of\P
308	TOK	these		this\AD---P
309	TOK	fears		fear\N5P
310	TOK	are		be\V6FDR66
311	TOK	exaggerated		exaggerate\VMC----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
##	TAG	<loc pos="DGA7">
312	TOK	For example	BOS	For_example\DGA7
##	TAG	</loc>
---	DLE	,		=\DELIM
313	TOK	tariffs		tariff\N5P
314	TOK	are		be\V6FDR66
315	TOK	much		much\DGA7
316	TOK	lower		low\JC
317	TOK	now		now\DGA7
318	TOK	than		than\CS
319	TOK	when		when\CS
320	TOK	the		the\AT---6
##	TAG	<name>
321	TOK	East Asian		East_Asian\N46
##	TAG	</name>
---	DLE	"		=\DELIM
322	TOK	newly		newly\DGA7
323	TOK	industrialized		industrialize\VMF6A66
---	DLD	"		=\DELIM
324	TOK	economies		economy\N5P
---	DLE	(		=\DELIM
##	TAG	<name>
325	TOK	NIEs		NIEs\N46
##	TAG	</name>
---	DLE	)		=\DELIM
326	TOK	started		start\VMF6A66
327	TOK	their		their\APP3N6
328	TOK	export		export\N5S
329	TOK	drive		drive\N5S
330	TOK	in		in\P
331	TOK	the		the\AT---6
##	TAG	<na type="code">
332	TOK	1960s		noanat\W
##	TAG	</na>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
333	TOK	Some	BOS	some\AG---6
334	TOK	of		of\P
335	TOK	the		the\AT---6
336	TOK	real		real\JA
337	TOK	obstacles		obstacle\N5P
338	TOK	are		be\V6FDR66
339	TOK	external		external\JA
---	DLE	-		=\DELIM
---	DLE	-		=\DELIM
---	DLE	-		=\DELIM
340	TOK	the		the\AT---6
341	TOK	spread		spread\N5S
342	TOK	of		of\P
343	TOK	antidumping		antidumping\JA
344	TOK	practices		practice\N5P
---	DLD	,		=\DELIM
345	TOK	agricultural		agricultural\JA
346	TOK	protection		protection\N5S
---	DLD	,		=\DELIM
347	TOK	and		and\CC
348	TOK	the		the\AT---6
349	TOK	still		still\DGA7
---	DLI	-		=\DELIM
350	TOK	operative		operative\JA
##	TAG	<name>
351	TOK	Multifiber Arrangement		Multifiber_Arrangement\N46
##	TAG	</name>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
352	TOK	Continuing	BOS	continuing\JA
353	TOK	efforts		effort\N5P
354	TOK	on		on\P
355	TOK	the		the\AT---6
356	TOK	part		part\N5S
357	TOK	of		of\P
358	TOK	the		the\AT---6
359	TOK	international		international\JA
360	TOK	community		community\N5S
361	TOK	are		be\V6FDR66
362	TOK	needed		need\VMC----
363	TOK	to		to\P
364	TOK	open		open\JA
365	TOK	markets		market\N5P
366	TOK	in		in\P
367	TOK	these		this\AD---P
368	TOK	areas		area\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
369	TOK	And	BOS	and\CC
370	TOK	genuine		genuine\JA
371	TOK	adjustment		adjustment\N5S
372	TOK	costs		cost\N5P
373	TOK	do		do\V6FDR66
374	TOK	exist		exist\VMI----
---	DLD	,		=\DELIM
375	TOK	which		which\RW63N-
376	TOK	is		be\V6FDRS3
377	TOK	why		why\CS
378	TOK	complementary		complementary\JA
379	TOK	reforms		reform\N5P
380	TOK	are		be\V6FDR66
381	TOK	important		important\JA
382	TOK	for		for\P
383	TOK	managing		manage\VMG----
384	TOK	those		that\AD---P
385	TOK	costs		cost\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
386	TOK	Many	BOS	many\AI---P
387	TOK	countries		country\N5P
388	TOK	lagging		lag\VMG----
389	TOK	in		in\P
390	TOK	integration		integration\N5S
391	TOK	are		be\V6FDR66
392	TOK	dependent		dependent\JA
393	TOK	on		on\P
394	TOK	exports		export\N5P
395	TOK	of		of\P
396	TOK	primary		primary\JA
397	TOK	commodities		commodity\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
398	TOK	But	BOS	but\CC
399	TOK	the		the\AT---6
400	TOK	success		success\N5S
401	TOK	of		of\P
402	TOK	other		other\JA
403	TOK	commodity		commodity\N5S
404	TOK	exporters		exporter\N5P
---	DLE	-		=\DELIM
---	DLE	-		=\DELIM
---	DLE	-		=\DELIM
405	TOK	such		such\JA
406	TOK	as		as\P
##	TAG	<name>
407	TOK	Chile		Chile\N46
##	TAG	</name>
---	DLE	,		=\DELIM
##	TAG	<name>
408	TOK	Malaysia		Malaysia\N46
##	TAG	</name>
---	DLE	,		=\DELIM
##	TAG	<name>
409	TOK	Morocco		Morocco\N46
##	TAG	</name>
---	DLE	,		=\DELIM
410	TOK	and		and\CC
##	TAG	<name>
411	TOK	Turkey		Turkey\N46
##	TAG	</name>
---	DLE	-		=\DELIM
---	DLE	-		=\DELIM
---	DLD	-		=\DELIM
412	TOK	suggests		suggest\VMFDRS3
413	TOK	that		that\CS
414	TOK	commodity		commodity\N5S
415	TOK	production		production\N5S
416	TOK	in		in\P
417	TOK	itself		itself\RXS3N-
418	TOK	does		do\V6FDRS3
419	TOK	not		not\DGA7
420	TOK	condemn		condemn\VMI----
421	TOK	a		a\AI---S
422	TOK	country		country\N5S
423	TOK	to		to\P
424	TOK	low		low\JA
425	TOK	productivity		productivity\N5S
426	TOK	and		and\CC
427	TOK	an		an\AI---S
428	TOK	inability		inability\N5S
429	TOK	to		to\P
430	TOK	diversify		diversify\VMI----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
431	TOK	The	BOS	the\AT---6
432	TOK	succesful		succesful\N5P
433	TOK	exporters		exporter\N5P
434	TOK	encouraged		encourage\VMF6A66
435	TOK	investment		investment\N5S
436	TOK	by		by\P
437	TOK	strengthening		strengthen\VMG----
438	TOK	the		the\AT---6
439	TOK	private		private\JA
440	TOK	sector		sector\N5S
---	DLD	,		=\DELIM
441	TOK	attracting		attract\VMG----
442	TOK	foreign		foreign\JA
443	TOK	direct		direct\JA
444	TOK	investment		investment\N5S
---	DLD	,		=\DELIM
445	TOK	and		and\CC
446	TOK	developing		developing\JA
447	TOK	research		research\N5S
448	TOK	and		and\CC
449	TOK	infrastructure		infrastructure\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
450	TOK	Finally	BOS	finally\DGA7
---	DLD	,		=\DELIM
451	TOK	fast		fast\JA
452	TOK	integrators		integrator\N5P
453	TOK	are		be\V6FDR66
454	TOK	characterized		characterize\VMC----
455	TOK	by		by\P
456	TOK	high		high\JA
457	TOK	investment		investment\N5S
458	TOK	in		in\P
459	TOK	infrastructure		infrastructure\N5S
---	DLD	,		=\DELIM
##	TAG	<loc pos="DGA7">
460	TOK	for example		for_example\DGA7
##	TAG	</loc>
461	TOK	electric		electric\JA
462	TOK	power		power\N5S
463	TOK	production		production\N5S
---	DLD	,		=\DELIM
464	TOK	paved		pave\VMC----
465	TOK	roads		road\N5P
---	DLD	,		=\DELIM
466	TOK	and		and\CC
467	TOK	telephones		telephone\VMFDRS3
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
468	TOK	The	BOS	the\AT---6
469	TOK	example		example\N5S
470	TOK	of		of\P
471	TOK	high		high\JA
472	TOK	transport		transport\N5S
473	TOK	costs		cost\N5P
474	TOK	for		for\P
##	TAG	<name>
475	TOK	Sub-Saharan African		Sub-Saharan_African\N46
##	TAG	</name>
476	TOK	exports		export\N5P
477	TOK	shows		show\VMFDRS3
478	TOK	how		how\DGAW
479	TOK	a		a\AI---S
480	TOK	lack		lack\N5S
481	TOK	of		of\P
482	TOK	adequate		adequate\JA
483	TOK	infrastructure		infrastructure\N5S
484	TOK	can		can\VOFDR66
485	TOK	be		be\VMI----
486	TOK	a		a\AI---S
487	TOK	serious		serious\JA
488	TOK	impediment		impediment\N5S
489	TOK	to		to\P
490	TOK	advancing		advance\VMG----
491	TOK	integration		integration\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
492	TOK	Fast	BOS	fast\JA
493	TOK	integrators		integrator\N5P
---	DLI	-		=\DELIM
---	DLI	-		=\DELIM
---	DLI	-		=\DELIM
494	TOK	and		and\CC
495	TOK	slow	EOS	slow\JA
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
497	TOK	Though	BOS	though\CS
498	TOK	developing		developing\JA
499	TOK	countries		country\N5P
500	TOK	in		in\P
501	TOK	the		the\AT---6
502	TOK	aggregate		aggregate\N5S
503	TOK	kept		keep\VMF6A66
504	TOK	pace		pace\N5S
505	TOK	with		with\P
506	TOK	the		the\AT---6
507	TOK	world		world\N5S
508	TOK	rate		rate\N5S
509	TOK	of		of\P
510	TOK	trade		trade\N5S
511	TOK	integration		integration\N5S
---	DLD	,		=\DELIM
512	TOK	the		the\AT---6
513	TOK	ratio		ratio\N5S
514	TOK	of		of\P
515	TOK	trade		trade\N5S
516	TOK	to		to\P
##	TAG	<name>
517	TOK	GDP		GDP\N46
##	TAG	</name>
518	TOK	actually		actually\DGA7
519	TOK	fellin		fellin\N5S
520	TOK	some		some\AG---6
##	TAG	<num>
521	TOK	44		44\X
##	TAG	</num>
##	TAG	<loc pos="P">
522	TOK	out of		out_of\P
##	TAG	</loc>
##	TAG	<num>
523	TOK	93		93\X
##	TAG	</num>
524	TOK	developing		developing\JA
525	TOK	countries		country\N5P
526	TOK	observed		observe\VMC----
527	TOK	over		over\P
528	TOK	the		the\AT---6
529	TOK	last		last\JA
##	TAG	<num>
530	TOK	10		10\X
##	TAG	</num>
531	TOK	years		year\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
532	TOK	A	BOS	a\AI---S
533	TOK	further		further\DGA7
##	TAG	<num>
534	TOK	17		17\X
##	TAG	</num>
535	TOK	countries		country\N5P
536	TOK	experienced		experience\VMF6A66
537	TOK	only		only\DGA7
538	TOK	moderate		moderate\JA
539	TOK	rises		rise\VMFDRS3
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
540	TOK	In	BOS	in\P
541	TOK	fact		fact\N5S
---	DLD	,		=\DELIM
542	TOK	three		three\MCP
---	DLI	-		=\DELIM
543	TOK	quarters		quarter\N5P
544	TOK	of		of\P
545	TOK	the		the\AT---6
546	TOK	remarkable		remarkable\JA
547	TOK	increase		increase\N5S
548	TOK	over		over\P
549	TOK	the		the\AT---6
550	TOK	past		past\JA
551	TOK	decade		decade\N5S
552	TOK	was		be\V6F-A66
553	TOK	accounted		account\VMC----
554	TOK	for		for\P
555	TOK	by		by\P
556	TOK	just		just\DGA7
##	TAG	<num>
557	TOK	ten		ten\X
##	TAG	</num>
558	TOK	countries		country\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
559	TOK	Similarly	BOS	similarly\DGA7
---	DLD	,		=\DELIM
560	TOK	although		although\CS
561	TOK	the		the\AT---6
562	TOK	developing		developing\JA
563	TOK	countries		country\N5P
---	DLD	'		=\DELIM
564	TOK	share		share\N5S
565	TOK	of		of\P
##	TAG	<name>
566	TOK	FDI		FDI\N46
##	TAG	</name>
567	TOK	increased		increase\VMC----
568	TOK	to		to\P
##	TAG	<num>
569	TOK	38		38\X
##	TAG	</num>
570	TOK	percent		percent\N56
571	TOK	of		of\P
572	TOK	the		the\AT---6
573	TOK	world		world\N5S
574	PGR	's		genmark\GENMARK
575	TOK	total		total\JA
---	DLD	,		=\DELIM
576	TOK	two		two\MCP
---	DLI	-		=\DELIM
577	TOK	thirds		third\N5P
578	TOK	of		of\P
579	TOK	these		this\AD---P
580	TOK	flows		flow\N5P
581	TOK	went		go\VMF6A66
582	TOK	to		to\P
583	TOK	just		just\DGA7
##	TAG	<num>
584	TOK	eight		eight\X
##	TAG	</num>
585	TOK	developing		developing\JA
586	TOK	countries		country\N5P
---	DLD	;		=\DELIM
587	TOK	half		half\N5S
588	TOK	received		receive\VMF6A66
589	TOK	little		little\N5S
590	TOK	or		or\CC
591	TOK	none		none\RIS3N-
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
592	TOK	This	BOS	this\AD---S
593	TOK	trend		trend\N5S
594	TOK	is		be\V6FDRS3
595	TOK	likely		likely\JA
596	TOK	to		to\P
597	TOK	continue		continue\VMI----
598	TOK	unless		unless\CS
599	TOK	policies		policy\N5P
600	TOK	are		be\V6FDR66
601	TOK	changed		change\VMC----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
602	TOK	Trade	BOS	trade\N5S
603	TOK	and		and\CC
604	TOK	investment		investment\N5S
605	TOK	will		will\VOFDR66
606	TOK	accelerate		accelerate\VMI----
607	TOK	in		in\P
608	TOK	those		that\AD---P
609	TOK	countries		country\N5P
610	TOK	that		that\RW63N6
611	TOK	have		have\V6F6R66
612	TOK	opened		open\VMC----
613	TOK	up		up\P
614	TOK	to		to\P
615	TOK	the		the\AT---6
616	TOK	global		global\JA
617	TOK	economy		economy\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
618	TOK	The	BOS	the\AT---6
619	TOK	prognosis		prognosis\N5S
620	TOK	for		for\P
621	TOK	those		that\RDP3N-
622	TOK	that		that\RW63N6
623	TOK	fail		fail\VMF6R66
624	TOK	to		to\P
625	TOK	integrate		integrate\VMI----
626	TOK	is		be\V6FDRS3
627	TOK	poor		poor\JA
---	DLD	,		=\DELIM
628	TOK	and		and\CC
629	TOK	the		the\AT---6
630	TOK	divisions		division\N5P
631	TOK	between		between\P
632	TOK	the		the\AT---6
633	TOK	integrated		integrate\VMC----
634	TOK	and		and\CC
635	TOK	isolated		isolate\VMC----
636	TOK	countries		country\N5P
637	TOK	will		will\VOFDR66
638	TOK	continue		continue\VMI----
639	TOK	to		to\P
640	TOK	widen		widen\VMI----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
641	TOK	The	BOS	the\AT---6
642	TOK	analysis		analysis\N5S
643	TOK	here		here\DGA7
644	TOK	uses		use\VMFDRS3
645	TOK	a		a\AI---S
646	TOK	speed		speed\N5S
647	TOK	of		of\P
648	TOK	integration		integration\N5S
649	TOK	index		index\N5S
650	TOK	derived		derive\VMC----
651	TOK	from		from\P
652	TOK	changes		change\N5P
653	TOK	between		between\P
654	TOK	the		the\AT---6
655	TOK	early		early\JA
##	TAG	<na type="code">
656	TOK	1980s		noanat\W
##	TAG	</na>
657	TOK	and		and\CC
658	TOK	early		early\JA
##	TAG	<na type="code">
659	TOK	1990s		noanat\W
##	TAG	</na>
660	TOK	in		in\P
##	TAG	<num>
661	TOK	four		four\X
##	TAG	</num>
662	TOK	indicators		indicator\N5P
---	DLD	:		=\DELIM
663	TOK	the		the\AT---6
664	TOK	ratio		ratio\N5S
665	TOK	of		of\P
666	TOK	real		real\JA
667	TOK	trade		trade\N5S
668	TOK	to		to\P
##	TAG	<name>
669	TOK	GDP		GDP\N46
##	TAG	</name>
---	DLE	,		=\DELIM
670	TOK	the		the\AT---6
671	TOK	ratio		ratio\N5S
672	TOK	of		of\P
673	TOK	foreign		foreign\JA
674	TOK	direct		direct\JA
675	TOK	investment		investment\N5S
676	TOK	to		to\P
##	TAG	<name>
677	TOK	GDP		GDP\N46
##	TAG	</name>
---	DLE	,		=\DELIM
##	TAG	<name>
678	TOK	Institutional Investorcredit		Institutional_Investorcredit\N46
##	TAG	</name>
679	TOK	ratings		rating\N5P
---	DLD	,		=\DELIM
680	TOK	and		and\CC
681	TOK	the		the\AT---6
682	TOK	share		share\N5S
683	TOK	of		of\P
684	TOK	manufactures		manufacture\N5P
685	TOK	in		in\P
