##	TAG	<div1>
##	TAG	<head>
1	TOK	INTRODUCTION	BOS	introduction\N5S
283	TOK	mechanism		mechanism\N5S
284	TOK	of		of\P
285	TOK	inheritance		inheritance\N5S
286	TOK	of		of\P
287	TOK	variability		variability\N5S
---	DLD	,		=\DELIM
288	TOK	but		but\CC
289	TOK	although		although\CS
##	TAG	<name>
290	TOK	Mendel		Mendel\N46
##	TAG	</name>
291	TOK	was		be\V6F-A66
292	TOK	aware		aware\JA
293	TOK	of		of\P
##	TAG	<name>
294	TOK	Darwin		Darwin\N46
##	TAG	</name>
295	PGR	's		genmark\GENMARK
296	TOK	work		work\VMF6R66
---	DLD	,		=\DELIM
##	TAG	<name>
297	TOK	Darwin		Darwin\N46
##	TAG	</name>
298	TOK	seems		seem\VMFDRS3
299	TOK	never		never\DGA7
300	TOK	to		to\P
301	TOK	have		have\VMI----
302	TOK	known		know\VMC----
303	TOK	of		of\P
304	TOK	the		the\AT---6
305	TOK	significance		significance\N5S
306	TOK	of		of\P
##	TAG	<name>
307	TOK	Mendel		Mendel\N46
##	TAG	</name>
308	PGR	's		genmark\GENMARK
309	TOK	work		work\N5S
310	TOK	or		or\CC
311	TOK	even		even\DGA7
312	TOK	of		of\P
313	TOK	its		its\APS3N6
314	TOK	existence		existence\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
##	TAG	<name>
315	TOK	Darwin	BOS	Darwin\N46
##	TAG	</name>
316	PGR	's		genmark\GENMARK
317	TOK	cousin		cousin\N5S
##	TAG	<name>
318	TOK	Francis Galton		Francis_Galton\N46
##	TAG	</name>
---	DLE	,		=\DELIM
319	TOK	one		one\RIS3N-
320	TOK	of		of\P
321	TOK	the		the\AT---6
322	TOK	titans		titan\N5P
323	TOK	of		of\P
324	TOK	early		early\JA
325	TOK	medical		medical\JA
326	TOK	genetics		genetics\N56
---	DLD	,		=\DELIM
327	TOK	also		also\DGA7
328	TOK	remained		remain\VMF6A66
329	TOK	ignorant		ignorant\JA
330	TOK	of		of\P
##	TAG	<name>
331	TOK	Mendel		Mendel\N46
##	TAG	</name>
332	PGR	's		genmark\GENMARK
333	TOK	work		work\N5S
334	TOK	despite		despite\P
335	TOK	its		its\APS3N6
336	TOK	relevance		relevance\N5S
337	TOK	to		to\P
338	TOK	his		his\APS3M6
339	TOK	own		own\JA
340	TOK	studies		study\N5P
341	TOK	of		of\P
---	DLE	"		=\DELIM
342	TOK	nature		nature\N5S
343	TOK	and		and\CC
344	TOK	nurture		nurture\VMI----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
---	DLE	"	BOS	=\DELIM
##	TAG	<name>
345	TOK	Mendel		Mendel\N46
##	TAG	</name>
346	TOK	himself		himself\RXS3M-
---	DLD	,		=\DELIM
347	TOK	perhaps		perhaps\DGA7
348	TOK	discouraged		discourage\VMC----
349	TOK	by		by\P
350	TOK	the		the\AT---6
351	TOK	results		result\N5P
352	TOK	of		of\P
353	TOK	later		late\JC
---	DLD	,		=\DELIM
354	TOK	less		less\DDC7
355	TOK	favorably		favorably\DGA7
356	TOK	designed		design\VMC----
357	TOK	experiments		experiment\N5P
---	DLD	,		=\DELIM
358	TOK	eventually		eventually\DGA7
359	TOK	abandoned		abandon\VMC----
360	TOK	experimental		experimental\JA
361	TOK	research		research\N5S
---	DLD	,		=\DELIM
362	TOK	although		although\CS
363	TOK	his		his\APS3M6
364	TOK	interest		interest\N5S
365	TOK	in		in\P
366	TOK	biological		biological\JA
367	TOK	science		science\N5S
368	TOK	remained		remain\VMF6A66
369	TOK	strong		strong\JA
370	TOK	throughout		throughout\P
371	TOK	his		his\APS3M6
372	TOK	life		life\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
##	TAG	<name>
373	TOK	Mendel	BOS	Mendel\N46
##	TAG	</name>
374	PGR	's		genmark\GENMARK
375	TOK	laws		law\N5P
---	DLD	,		=\DELIM
376	TOK	which		which\RW63N-
377	TOK	form		form\VMF6R66
378	TOK	the		the\AT---6
379	TOK	cornerstone		cornerstone\N5S
380	TOK	of		of\P
381	TOK	the		the\AT---6
382	TOK	science		science\N5S
383	TOK	of		of\P
384	TOK	genetics		genetics\N56
---	DLD	,		=\DELIM
385	TOK	were		be\V6F-A66
386	TOK	derived		derive\VMC----
387	TOK	from		from\P
388	TOK	his		his\APS3M6
389	TOK	experiments		experiment\N5P
390	TOK	with		with\P
391	TOK	garden		garden\N5S
392	TOK	peas		pea\N5P
---	DLD	,		=\DELIM
393	TOK	in		in\P
394	TOK	which		which\RW63N-
395	TOK	he		he\RPS3MN
396	TOK	crossed		cross\VMF6A66
397	TOK	pure		pure\JA
398	TOK	lines		line\N5P
399	TOK	differing		differ\VMG----
400	TOK	in		in\P
##	TAG	<loc pos="DGA7">
401	TOK	one or more		one_or_more\DGA7
##	TAG	</loc>
402	TOK	clear		clear\JA
---	DLI	-		=\DELIM
403	TOK	cut		cut\N5S
404	TOK	characteristics		characteristic\N5P
405	TOK	and		and\CC
406	TOK	followed		follow\VMF6A66
407	TOK	the		the\AT---6
408	TOK	progeny		progeny\N5S
409	TOK	of		of\P
410	TOK	the		the\AT---6
411	TOK	crosses		cross\N5P
412	TOK	for		for\P
##	TAG	<loc pos="DGA7">
413	TOK	at least		at_least\DGA7
##	TAG	</loc>
##	TAG	<num>
414	TOK	two		two\X
##	TAG	</num>
415	TOK	generations		generation\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
416	TOK	The	BOS	the\AT---6
417	TOK	laws		law\N5P
418	TOK	he		he\RPS3MN
419	TOK	derived		derive\VMF6A66
420	TOK	from		from\P
421	TOK	the		the\AT---6
422	TOK	results		result\N5P
423	TOK	of		of\P
424	TOK	his		his\APS3M6
425	TOK	experiments		experiment\N5P
426	TOK	may		may\VOFDR66
427	TOK	be		be\VMI----
428	TOK	stated		state\VMC----
429	TOK	as		as\CS
430	TOK	follows		follow\VMFDRS3
---	DLD	:	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
431	TOK	Unit	BOS	unit\N5S
432	TOK	inheritance		inheritance\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
##	TAG	<name>
433	TOK	Mendel	BOS	Mendel\N46
##	TAG	</name>
434	TOK	clearly		clearly\DGA7
435	TOK	stated		state\VMF6A66
436	TOK	that		that\CS
437	TOK	blending		blend\VMG----
438	TOK	of		of\P
439	TOK	the		the\AT---6
440	TOK	characteristics		characteristic\N5P
441	TOK	of		of\P
442	TOK	the		the\AT---6
443	TOK	parents		parent\N5P
444	TOK	did		do\V6FDA66
445	TOK	not		not\DGA7
446	TOK	occur		occur\VMI----
447	TOK	but		but\CC
448	TOK	that		that\RW63N6
---	DLD	,		=\DELIM
449	TOK	although		although\CS
450	TOK	they		they\RPP3NN
451	TOK	might		may\VOFDR66
452	TOK	not		not\DGA7
453	TOK	be		be\VMI----
454	TOK	expressed		express\VMC----
455	TOK	in		in\P
456	TOK	the		the\AT---6
457	TOK	first		first\MOS
---	DLI	-		=\DELIM
458	TOK	generation		generation\N5S
459	TOK	offspring		offspring\N56
---	DLD	,		=\DELIM
460	TOK	the		the\AT---6
461	TOK	parental		parental\JA
462	TOK	traits		trait\N5P
463	TOK	could		can\VOFDA66
464	TOK	reappear		reappear\VMI----
465	TOK	unchanged		unchanged\JA
466	TOK	in		in\P
467	TOK	a		a\AI---S
468	TOK	later		late\JC
469	TOK	generation		generation\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
470	TOK	Modern	BOS	modern\JA
471	TOK	teaching		teaching\N5S
472	TOK	in		in\P
473	TOK	genetics		genetics\N56
474	TOK	places		place\VMFDRS3
475	TOK	little		little\JA
476	TOK	stress		stress\N5S
477	TOK	on		on\P
478	TOK	this		this\AD---S
479	TOK	law		law\N5S
---	DLD	,		=\DELIM
480	TOK	but		but\CC
481	TOK	in		in\P
##	TAG	<name>
482	TOK	Mendel		Mendel\N46
##	TAG	</name>
483	PGR	's		genmark\GENMARK
484	TOK	time		time\N5S
485	TOK	it		it\RPS3N6
486	TOK	was		be\V6F-A66
487	TOK	an		an\AI---S
488	TOK	entirely		entirely\DGA7
489	TOK	new		new\JA
490	TOK	concept		concept\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
491	TOK	The	BOS	the\AT---6
492	TOK	word		word\N5S
493	TOK	gene		gene\N5S
494	TOK	to		to\P
495	TOK	denote		denote\VMI----
496	TOK	the		the\AT---6
497	TOK	unit		unit\N5S
498	TOK	of		of\P
499	TOK	inheritance		inheritance\N5S
500	TOK	was		be\V6F-A66
501	TOK	not		not\DGA7
502	TOK	used		use\VMC----
503	TOK	until		until\P
##	TAG	<num>
504	TOK	1909		1909\X
##	TAG	</num>
---	DLE	,		=\DELIM
505	TOK	when		when\CS
506	TOK	it		it\RPS3N6
507	TOK	was		be\V6F-A66
508	TOK	introduced		introduce\VMC----
509	TOK	by		by\P
##	TAG	<name>
510	TOK	Wilhelm Johannsen		Wilhelm_Johannsen\N46
##	TAG	</name>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
511	TOK	Segregation	BOS	segregation\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
512	TOK	The	BOS	the\AT---6
##	TAG	<num>
513	TOK	two		two\X
##	TAG	</num>
514	TOK	members		member\N5P
515	TOK	of		of\P
516	TOK	a		a\AI---S
517	TOK	single		single\JA
518	TOK	gene		gene\N5S
519	TOK	pair		pair\N56
---	DLD	,		=\DELIM
520	TOK	known		know\VMC----
521	TOK	today		today\N5S
522	TOK	as		as\P
523	TOK	alleles		allele\N5P
---	DLE	,		=\DELIM
524	TOK	are		be\V6FDR66
525	TOK	never		never\DGA7
526	TOK	found		find\VMC----
527	TOK	in		in\P
528	TOK	the		the\AT---6
529	TOK	same		same\JA
530	TOK	gamete		gamete\N5S
531	TOK	but		but\CC
532	TOK	always		always\DGA7
533	TOK	segregate		segregate\VMF6R66
534	TOK	and		and\CC
535	TOK	pass		pass\VMF6R66
536	TOK	to		to\P
537	TOK	different		different\JA
538	TOK	gametes		gamete\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
539	TOK	In	BOS	in\P
540	TOK	exceptional		exceptional\JA
541	TOK	circumstances		circumstance\N5P
---	DLD	,		=\DELIM
542	TOK	when		when\CS
543	TOK	this		this\AD---S
544	TOK	rule		rule\N5S
545	TOK	is		be\V6FDRS3
546	TOK	broken		break\VMC----
547	TOK	and		and\CC
548	TOK	the		the\AT---6
549	TOK	members		member\N5P
550	TOK	of		of\P
551	TOK	a		a\AI---S
552	TOK	chromosome		chromosome\N5S
553	TOK	pair		pair\N56
554	TOK	fail		fail\VMF6R66
555	TOK	to		to\P
556	TOK	segregate		segregate\VMI----
557	TOK	normally		normally\DGA7
---	DLD	,		=\DELIM
558	TOK	the		the\AT---6
559	TOK	typical		typical\JA
560	TOK	consequence		consequence\N5S
561	TOK	is		be\V6FDRS3
562	TOK	severe		severe\JA
563	TOK	abnormality		abnormality\N5S
564	TOK	in		in\P
565	TOK	the		the\AT---6
566	TOK	offspring		offspring\N56
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
567	TOK	Independent	BOS	independent\JA
568	TOK	assortment		assortment\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
569	TOK	Members	BOS	member\N5P
570	TOK	of		of\P
571	TOK	different		different\JA
572	TOK	gene		gene\N5S
573	TOK	pairs		pair\N5P
574	TOK	assort		assort\VMF6R66
575	TOK	to		to\P
576	TOK	the		the\AT---6
577	TOK	gametes		gamete\N5P
578	TOK	independently		independently\DGA7
579	TOK	of		of\P
##	TAG	<loc pos="DGA7">
580	TOK	one another		one_another\DGA7
##	TAG	</loc>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
581	TOK	In	BOS	in\P
582	TOK	other		other\JA
583	TOK	words		word\N5P
---	DLD	,		=\DELIM
584	TOK	there		there\DGA7
585	TOK	is		be\V6FDRS3
586	TOK	random		random\JA
587	TOK	recombination		recombination\N5S
588	TOK	of		of\P
589	TOK	paternal		paternal\JA
590	TOK	and		and\CC
591	TOK	maternal		maternal\JA
592	TOK	chromosomes		chromosome\N5P
593	TOK	in		in\P
594	TOK	the		the\AT---6
595	TOK	gametes		gamete\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
596	TOK	As	BOS	as\DGA7
597	TOK	described		describe\VMC----
598	TOK	later		later\DGC7
---	DLD	,		=\DELIM
599	TOK	there		there\DGA7
600	TOK	is		be\V6FDRS3
601	TOK	an		an\AI---S
602	TOK	important		important\JA
603	TOK	exception		exception\N5S
604	TOK	to		to\P
605	TOK	this		this\AD---S
606	TOK	role		role\N5S
---	DLD	,		=\DELIM
607	TOK	not		not\DGA7
608	TOK	recognized		recognize\VMC----
609	TOK	by		by\P
##	TAG	<name>
610	TOK	Mendel		Mendel\N46
##	TAG	</name>
---	DLD	:		=\DELIM
611	TOK	genes		gene\N5P
612	TOK	closely		closely\DGA7
613	TOK	linked		link\VMC----
614	TOK	on		on\P
615	TOK	the		the\AT---6
616	TOK	same		same\JA
617	TOK	chromosome		chromosome\N5S
618	TOK	do		do\V6FDR66
619	TOK	not		not\DGA7
620	TOK	assort		assort\VMI----
621	TOK	independently		independently\DGA7
---	DLD	,		=\DELIM
622	TOK	but		but\CC
623	TOK	tend		tend\VMF6R66
624	TOK	to		to\P
625	TOK	remain		remain\VMI----
626	TOK	together		together\DGA7
627	TOK	from		from\P
628	TOK	generation		generation\N5S
629	TOK	to		to\P
630	TOK	generation		generation\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
631	TOK	At	BOS	at\P
632	TOK	the		the\AT---6
633	TOK	beginning		beginning\N5S
634	TOK	of		of\P
635	TOK	the		the\AT---6
##	TAG	<num>
636	TOK	20th		20th\X
##	TAG	</num>
637	TOK	century		century\N5S
---	DLD	,		=\DELIM
638	TOK	the		the\AT---6
639	TOK	rest		rest\N5S
640	TOK	of		of\P
641	TOK	the		the\AT---6
642	TOK	biological		biological\JA
643	TOK	community		community\N5S
644	TOK	was		be\V6F-A66
645	TOK	ready		ready\JA
646	TOK	to		to\P
647	TOK	catch		catch\VMI----
648	TOK	up		up\P
649	TOK	with		with\P
##	TAG	<name>
650	TOK	Mendel		Mendel\N46
##	TAG	</name>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
651	TOK	By	BOS	by\P
652	TOK	a		a\AI---S
653	TOK	curious		curious\JA
654	TOK	coincidence		coincidence\N5S
---	DLD	,		=\DELIM
##	TAG	<num>
655	TOK	three		three\X
##	TAG	</num>
656	TOK	workers		worker\N5P
---	DLE	(		=\DELIM
##	TAG	<name>
657	TOK	Hugo De Vries		Hugo_De_Vries\N46
##	TAG	</name>
658	TOK	in		in\P
##	TAG	<name>
659	TOK	Holland		Holland\N46
##	TAG	</name>
---	DLE	,		=\DELIM
##	TAG	<name>
660	TOK	Carl Correns		Carl_Correns\N46
##	TAG	</name>
661	TOK	in		in\P
##	TAG	<name>
662	TOK	Germany		Germany\N46
##	TAG	</name>
---	DLE	,		=\DELIM
663	TOK	and		and\CC
##	TAG	<name>
664	TOK	Erich von Tschermak		Erich_von_Tschermak\N46
##	TAG	</name>
665	TOK	in		in\P
##	TAG	<name>
666	TOK	Austria		Austria\N46
##	TAG	</name>
---	DLE	)		=\DELIM
667	TOK	independently		independently\DGA7
668	TOK	and		and\CC
669	TOK	simultaneously		simultaneously\DGA7
670	TOK	rediscovered		rediscover\VMF6A66
##	TAG	<name>
671	TOK	Mendel		Mendel\N46
##	TAG	</name>
672	PGR	's		genmark\GENMARK
673	TOK	laws		law\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
674	TOK	The	BOS	the\AT---6
675	TOK	development		development\N5S
676	TOK	of		of\P
677	TOK	genetics		genetics\N56
678	TOK	as		as\P
679	TOK	a		a\AI---S
680	TOK	science		science\N5S
681	TOK	dates		date\N5P
682	TOK	not		not\DGA7
683	TOK	from		from\P
##	TAG	<name>
684	TOK	Mendel		Mendel\N46
##	TAG	</name>
685	PGR	's		genmark\GENMARK
686	TOK	own		own\JA
687	TOK	paper		paper\N5S
688	TOK	but		but\CC
689	TOK	from		from\P
690	TOK	the		the\AT---6
691	TOK	papers		paper\N5P
692	TOK	that		that\RW63N6
693	TOK	reported		report\VMF6A66
694	TOK	the		the\AT---6
695	TOK	rediscovery		rediscovery\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
696	TOK	The	BOS	the\AT---6
697	TOK	universal		universal\JA
698	TOK	nature		nature\N5S
699	TOK	of		of\P
##	TAG	<name>
700	TOK	Mendel		Mendel\N46
##	TAG	</name>
701	PGR	's		genmark\GENMARK
702	TOK	laws		law\N5P
