##	TAG	<div1>
##	TAG	<head>
1	TOK	Autosomal	BOS	autosomal\JA
##	TAG	<s>
113	TOK	In	BOS	in\P
114	TOK	this		this\AD---S
115	TOK	chapter		chapter\N5S
116	TOK	we		we\RPP1NN
117	TOK	focus		focus\VMF6R66
118	TOK	on		on\P
119	TOK	single		single\JA
---	DLI	-		=\DELIM
120	TOK	gene		gene\N5S
121	TOK	disorders		disorder\N5P
122	TOK	caused		cause\VMC----
123	TOK	by		by\P
124	TOK	mutations		mutation\N5P
125	TOK	on		on\P
126	TOK	the		the\AT---6
127	TOK	autosomes		autosome\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
128	TOK	Single	BOS	single\JA
---	DLI	-		=\DELIM
129	TOK	gene		gene\N5S
130	TOK	disorders		disorder\N5P
131	TOK	caused		cause\VMC----
132	TOK	by		by\P
133	TOK	mutations		mutation\N5P
134	TOK	on		on\P
135	TOK	the		the\AT---6
136	TOK	sex		sex\N5S
137	TOK	chromosomes		chromosome\N5P
138	TOK	are		be\V6FDR66
139	TOK	the		the\AT---6
140	TOK	subject		subject\N5S
141	TOK	of		of\P
##	TAG	<name>
142	TOK	Chapter		Chapter\N46
##	TAG	</name>
##	TAG	<num>
143	TOK	5		5\X
##	TAG	</num>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
144	TOK	We	BOS	we\RPP1NN
145	TOK	discuss		discuss\VMF6R66
146	TOK	the		the\AT---6
147	TOK	patterns		pattern\N5P
148	TOK	of		of\P
149	TOK	inheritance		inheritance\N5S
150	TOK	of		of\P
151	TOK	these		this\AD---P
152	TOK	diseases		disease\N5P
153	TOK	in		in\P
154	TOK	families		family\N5P
---	DLD	,		=\DELIM
##	TAG	<loc pos="DGA7">
155	TOK	as well as		as_well_as\DGA7
##	TAG	</loc>
156	TOK	factors		factor\N5P
157	TOK	that		that\RW63N6
158	TOK	complicate		complicate\VMF6R66
159	TOK	these		this\AD---P
160	TOK	patterns		pattern\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
161	TOK	When	BOS	when\CS
162	TOK	appropriate		appropriate\JA
---	DLD	,		=\DELIM
163	TOK	the		the\AT---6
164	TOK	molecular		molecular\JA
165	TOK	basis		basis\N5S
166	TOK	for		for\P
167	TOK	genetic		genetic\JA
168	TOK	disease		disease\N5S
169	TOK	processes		process\N5P
170	TOK	is		be\V6FDRS3
171	TOK	addressed		address\VMC----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
172	TOK	We	BOS	we\RPP1NN
173	TOK	also		also\DGA7
174	TOK	discuss		discuss\VMF6R66
175	TOK	the		the\AT---6
176	TOK	risks		risk\N5P
177	TOK	of		of\P
178	TOK	transmitting		transmit\VMG----
179	TOK	single		single\JA
---	DLI	-		=\DELIM
180	TOK	gene		gene\N5S
181	TOK	diseases		disease\N5P
182	TOK	to		to\P
183	TOK	one		one\RIS3N-
184	PGR	's		genmark\GENMARK
185	TOK	offspring		offspring\N56
---	DLD	,		=\DELIM
186	TOK	since		since\CS
187	TOK	this		this\RDS3N-
188	TOK	is		be\V6FDRS3
189	TOK	usually		usually\DGA7
190	TOK	an		an\AI---S
191	TOK	important		important\JA
192	TOK	concern		concern\N5S
193	TOK	for		for\P
194	TOK	at		at\P
---	DLI	-		=\DELIM
195	TOK	risk		risk\N5S
196	TOK	couples		couple\VMFDRS3
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
197	TOK	BASIC	BOS	basic\JA
198	TOK	CONCEPTS		concept\N5P
199	TOK	OF		OF\N5S
200	TOK	FORMAL		formal\N5S
201	TOK	GENETICS	EOS	GENETICS\N5P
##	TAG	</head>
##	TAG	<head>
##	TAG	<name>
203	TOK	Gregor Mendel	BOS	Gregor_Mendel\N46
##	TAG	</name>
204	PGR	's		genmark\GENMARK
##	TAG	<name>
205	TOK	Contributions	EOS	Contributions\N46
##	TAG	</name>
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
207	TOK	Monogenic	BOS	monogenic\JA
208	TOK	traits		trait\N5P
209	TOK	are		be\V6FDR66
210	TOK	also		also\DGA7
211	TOK	known		know\VMC----
212	TOK	as		as\P
213	TOK	mendelian		mendelian\JA
214	TOK	traits		trait\N5P
---	DLD	,		=\DELIM
215	TOK	after		after\P
##	TAG	<name>
216	TOK	Gregor Mendel		Gregor_Mendel\N46
##	TAG	</name>
---	DLE	,		=\DELIM
217	TOK	a		a\AI---S
218	TOK	nineteenth		nineteenth\MOS
219	TOK	century		century\N5S
##	TAG	<loc pos="JA">
220	TOK	Austrian		austrian\JA
##	TAG	</loc>
221	TOK	monk		monk\N5S
222	TOK	who		who\RW63N-
223	TOK	deduced		deduce\VMF6A66
224	TOK	several		several\JA
225	TOK	important		important\JA
226	TOK	genetic		genetic\JA
227	TOK	principles		principle\N5P
228	TOK	from		from\P
229	TOK	his		his\APS3M6
230	TOK	well		well\DGA7
---	DLI	-		=\DELIM
231	TOK	designed		design\VMC----
232	TOK	experiments		experiment\N5P
233	TOK	with		with\P
234	TOK	garden		garden\N5S
235	TOK	peas		pea\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
##	TAG	<name>
236	TOK	Mendel	BOS	Mendel\N46
##	TAG	</name>
237	TOK	studied		study\VMF6A66
##	TAG	<num>
238	TOK	seven		seven\X
##	TAG	</num>
239	TOK	traits		trait\N5P
240	TOK	in		in\P
241	TOK	the		the\AT---6
242	TOK	pea		pea\N5S
---	DLD	,		=\DELIM
243	TOK	each		each\RIS3N-
244	TOK	of		of\P
245	TOK	which		which\RW63N-
246	TOK	is		be\V6FDRS3
247	TOK	determined		determine\VMC----
248	TOK	by		by\P
249	TOK	a		a\AI---S
250	TOK	single		single\JA
251	TOK	gene		gene\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
252	TOK	These	BOS	this\AD---P
253	TOK	traits		trait\N5P
254	TOK	included		include\VMF6A66
255	TOK	attributes		attribute\N5P
256	TOK	such		such\RIS3N-
257	TOK	as		as\P
258	TOK	height		height\N5S
---	DLE	(		=\DELIM
259	TOK	tall		tall\JA
260	TOK	plants		plant\N5P
##	TAG	<foreign lang="LA" pos="P">
261	TOK	vs.		vs.\P
##	TAG	</foreign>
262	TOK	short		short\JA
263	TOK	plants		plant\N5P
---	DLD	)		=\DELIM
264	TOK	and		and\CC
265	TOK	seed		seed\VMF6R66
266	TOK	shape		shape\N5S
---	DLE	(		=\DELIM
267	TOK	rounded		round\VMC----
##	TAG	<foreign lang="LA" pos="P">
268	TOK	vs.		vs.\P
##	TAG	</foreign>
269	TOK	wrinkled		wrinkle\VMF6A66
---	DLD	)		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
270	TOK	The	BOS	the\AT---6
271	TOK	variation		variation\N5S
272	TOK	in		in\P
273	TOK	each		each\RIS3N-
274	TOK	of		of\P
275	TOK	these		this\AD---P
276	TOK	traits		trait\N5P
277	TOK	is		be\V6FDRS3
278	TOK	caused		cause\VMC----
279	TOK	by		by\P
280	TOK	different		different\JA
281	TOK	alleles		allele\N5P
282	TOK	at		at\P
283	TOK	individual		individual\JA
284	TOK	loci		locus\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
##	TAG	<num>
285	TOK	Two	BOS	Two\X
##	TAG	</num>
286	TOK	central		central\JA
287	TOK	principles		principle\N5P
288	TOK	emerged		emerge\VMF6A66
289	TOK	from		from\P
##	TAG	<name>
290	TOK	Mendel		Mendel\N46
##	TAG	</name>
291	PGR	's		genmark\GENMARK
292	TOK	work		work\VMF6R66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
293	TOK	The	BOS	the\AT---6
294	TOK	first		first\MOS
295	TOK	is		be\V6FDRS3
296	TOK	the		the\AT---6
297	TOK	principle		principle\N5S
298	TOK	of		of\P
299	TOK	segregation		segregation\N5S
---	DLE	,		=\DELIM
300	TOK	which		which\RW63N-
301	TOK	states		state\VMFDRS3
302	TOK	that		that\CS
303	TOK	sexually		sexually\DGA7
304	TOK	reproducing		reproduce\VMG----
305	TOK	organisms		organism\N5P
306	TOK	possess		possess\VMF6R66
307	TOK	genes		gene\N5P
308	TOK	that		that\RW63N6
309	TOK	occur		occur\VMF6R66
310	TOK	in		in\P
311	TOK	pairs		pair\N5P
312	TOK	and		and\CC
313	TOK	that		that\CS
314	TOK	only		only\DGA7
315	TOK	one		one\MCS
316	TOK	member		member\N5S
317	TOK	of		of\P
318	TOK	this		this\AD---S
319	TOK	pair		pair\N56
320	TOK	is		be\V6FDRS3
321	TOK	transmitted		transmit\VMC----
322	TOK	to		to\P
323	TOK	the		the\AT---6
324	TOK	offspring		offspring\N56
---	DLE	(		=\DELIM
##	TAG	<abbr>
325	TOK	i.e.		i.e.\N5P
##	TAG	</abbr>
---	DLE	,		=\DELIM
326	TOK	it		it\RPS3N6
327	TOK	segregates		segregate\VMFDRS3
---	DLD	)		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
328	TOK	The	BOS	the\AT---6
329	TOK	prevalent		prevalent\JA
330	TOK	thinking		thinking\N5S
331	TOK	during		during\P
##	TAG	<name>
332	TOK	Mendel		Mendel\N46
##	TAG	</name>
333	PGR	's		genmark\GENMARK
334	TOK	time		time\N5S
335	TOK	was		be\V6F-A66
336	TOK	that		that\CS
337	TOK	hereditary		hereditary\JA
338	TOK	factors		factor\N5P
339	TOK	from		from\P
340	TOK	the		the\AT---6
##	TAG	<num>
341	TOK	two		two\X
##	TAG	</num>
342	TOK	parents		parent\N5P
343	TOK	are		be\V6FDR66
---	DLE	«		=\DELIM
344	TOK	blended		blend\VMF6A66
---	DLD	»		=\DELIM
345	TOK	in		in\P
346	TOK	the		the\AT---6
347	TOK	offspring		offspring\N56
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
348	TOK	In	BOS	in\P
349	TOK	contrast		contrast\VMI----
---	DLD	,		=\DELIM
350	TOK	the		the\AT---6
351	TOK	principle		principle\N5S
352	TOK	of		of\P
353	TOK	segregation		segregation\N5S
354	TOK	states		state\N5P
355	TOK	that		that\RW63N6
356	TOK	genes		gene\N5P
357	TOK	remain		remain\VMF6R66
358	TOK	intact		intact\JA
359	TOK	and		and\CC
360	TOK	distinct		distinct\JA
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
361	TOK	An	BOS	an\AI---S
362	TOK	allele		allele\N5S
363	TOK	for		for\P
---	DLE	«		=\DELIM
364	TOK	rounded		round\VMF6A66
---	DLD	»		=\DELIM
365	TOK	seed		seed\VMF6R66
366	TOK	shape		shape\N5S
367	TOK	can		can\VOFDR66
368	TOK	be		be\VMI----
369	TOK	transmitted		transmit\VMC----
370	TOK	to		to\P
371	TOK	an		an\AI---S
372	TOK	offspring		offspring\N56
373	TOK	who		who\RW63N-
374	TOK	can		can\VOFDR66
---	DLD	,		=\DELIM
375	TOK	in		in\P
376	TOK	turn		turn\VMI----
---	DLD	,		=\DELIM
377	TOK	transmit		transmit\VMI----
378	TOK	the		the\AT---6
379	TOK	same		same\JA
380	TOK	allele		allele\N5S
381	TOK	to		to\P
382	TOK	its		its\APS3N6
383	TOK	own		own\JA
384	TOK	offspring		offspring\N56
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
385	TOK	If	BOS	if\CS
---	DLD	,		=\DELIM
##	TAG	<loc pos="CS">
386	TOK	instead of		instead_of\CS
##	TAG	</loc>
387	TOK	remaining		remain\VMG----
388	TOK	distinct		distinct\JA
---	DLD	,		=\DELIM
389	TOK	genes		gene\N5P
390	TOK	were		be\V6F-A66
391	TOK	somehow		somehow\DGA7
392	TOK	blended		blend\VMC----
393	TOK	in		in\P
394	TOK	offspring		offspring\N56
---	DLD	,		=\DELIM
395	TOK	it		it\RPS3N6
396	TOK	would		will\VOFDA66
397	TOK	be		be\VMI----
398	TOK	impossible		impossible\JA
399	TOK	to		to\P
400	TOK	trace		trace\VMI----
401	TOK	genetic		genetic\JA
402	TOK	inheritance		inheritance\N5S
403	TOK	from		from\P
404	TOK	one		one\MCS
405	TOK	generation		generation\N5S
406	TOK	to		to\P
407	TOK	the		the\AT---6
408	TOK	next		next\JA
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
409	TOK	Thus	BOS	thus\DGA7
410	TOK	the		the\AT---6
411	TOK	principle		principle\N5S
412	TOK	of		of\P
413	TOK	segregation		segregation\N5S
414	TOK	was		be\V6F-A66
415	TOK	a		a\AI---S
416	TOK	key		key\N5S
417	TOK	development		development\N5S
418	TOK	in		in\P
419	TOK	modern		modern\JA
420	TOK	genetics		genetics\N56
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
##	TAG	<name>
421	TOK	Mendel	BOS	Mendel\N46
##	TAG	</name>
422	PGR	's		genmark\GENMARK
423	TOK	principle		principle\N5S
424	TOK	of		of\P
425	TOK	independent		independent\JA
426	TOK	assortment		assortment\N5S
427	TOK	is		be\V6FDRS3
428	TOK	his		his\APS3M6
429	TOK	second		second\MOS
430	TOK	great		great\JA
431	TOK	contribution		contribution\N5S
432	TOK	to		to\P
433	TOK	genetics		genetics\N56
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
434	TOK	This	BOS	this\AD---S
435	TOK	principle		principle\N5S
436	TOK	states		state\N5P
437	TOK	that		that\RW63N6
438	TOK	genes		gene\N5P
439	TOK	at		at\P
440	TOK	different		different\JA
441	TOK	loci		locus\N5P
442	TOK	are		be\V6FDR66
443	TOK	transmitted		transmit\VMC----
444	TOK	independently		independently\DGA7
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
445	TOK	Consider	BOS	consider\VMF6R66
446	TOK	the		the\AT---6
##	TAG	<num>
447	TOK	two		two\X
##	TAG	</num>
448	TOK	loci		locus\N5P
449	TOK	mentioned		mention\VMC----
450	TOK	above		above\P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
451	TOK	One	BOS	one\MCS
##	TAG	<foreign lang="LA" pos="N5S">
452	TOK	locus		locus\N5S
##	TAG	</foreign>
453	TOK	can		can\VOFDR66
454	TOK	have		have\VMI----
455	TOK	either		either\CC
456	TOK	the		the\AT---6
---	DLE	«		=\DELIM
457	TOK	rounded		round\VMF6A66
---	DLD	»		=\DELIM
458	TOK	or		or\CC
---	DLE	«		=\DELIM
459	TOK	wrinkled		wrinkle\VMF6A66
---	DLD	»		=\DELIM
460	TOK	allele		allele\N5S
---	DLD	,		=\DELIM
461	TOK	and		and\CC
462	TOK	the		the\AT---6
463	TOK	other		other\JA
464	TOK	can		can\VOFDR66
465	TOK	have		have\VMI----
466	TOK	either		either\CC
467	TOK	the		the\AT---6
---	DLE	«		=\DELIM
468	TOK	tall		tall\JA
---	DLD	»		=\DELIM
469	TOK	or		or\CC
470	TOK	the		the\AT---6
---	DLE	«		=\DELIM
471	TOK	short		short\JA
---	DLD	»		=\DELIM
472	TOK	allele		allele\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
473	TOK	In	BOS	in\P
474	TOK	a		a\AI---S
475	TOK	reproductive		reproductive\JA
476	TOK	event		event\N5S
477	TOK	a		a\AI---S
478	TOK	parent		parent\N5S
479	TOK	will		will\VOFDR66
480	TOK	transmit		transmit\VMI----
481	TOK	one		one\MCS
482	TOK	allele		allele\N5S
483	TOK	from		from\P
484	TOK	each		each\AG---S
##	TAG	<foreign lang="LA" pos="N5S">
485	TOK	locus		locus\N5S
##	TAG	</foreign>
486	TOK	to		to\P
487	TOK	its		its\APS3N6
488	TOK	offspring		offspring\N56
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
489	TOK	The	BOS	the\AT---6
490	TOK	principle		principle\N5S
491	TOK	of		of\P
492	TOK	independent		independent\JA
493	TOK	assortment		assortment\N5S
494	TOK	dictates		dictate\VMFDRS3
495	TOK	that		that\CS
496	TOK	the		the\AT---6
497	TOK	allele		allele\N5S
498	TOK	transmitted		transmit\VMC----
499	TOK	at		at\P
500	TOK	one		one\MCS
501	TOK	locus(«rounded		locus(«rounded\JA
---	DLD	»		=\DELIM
502	TOK	or		or\CC
---	DLE	«		=\DELIM
503	TOK	wrinkled		wrinkle\VMF6A66
---	DLD	»		=\DELIM
---	DLD	)		=\DELIM
504	TOK	has		have\V6FDRS3
505	TOK	no		no\AI---6
506	TOK	effect		effect\N5S
507	TOK	on		on\P
508	TOK	which		which\RW63N-
509	TOK	allele		allele\N5S
510	TOK	is		be\V6FDRS3
511	TOK	transmitted		transmit\VMC----
512	TOK	at		at\P
513	TOK	the		the\AT---6
514	TOK	other		other\JA
##	TAG	<foreign lang="LA" pos="N5S">
515	TOK	locus		locus\N5S
##	TAG	</foreign>
---	DLE	(		=\DELIM
---	DLE	«		=\DELIM
516	TOK	tall		tall\JA
---	DLD	»		=\DELIM
517	TOK	or		or\CC
---	DLE	«		=\DELIM
518	TOK	short		short\JA
---	DLD	»		=\DELIM
---	DLD	)		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
##	TAG	<name>
519	TOK	Mendel	BOS	Mendel\N46
##	TAG	</name>
520	PGR	's		genmark\GENMARK
521	TOK	experiments		experiment\N5P
522	TOK	also		also\DGA7
523	TOK	showed		show\VMF6A66
524	TOK	that		that\CS
525	TOK	the		the\AT---6
526	TOK	effects		effect\N5P
527	TOK	of		of\P
528	TOK	one		one\MCS
529	TOK	allele		allele\N5S
530	TOK	may		may\VOFDR66
531	TOK	mask		mask\VMI----
532	TOK	those		that\RDP3N-
533	TOK	of		of\P
534	TOK	another		another\JA
535	TOK	He		He\N5P
536	TOK	performed		perform\VMC----
537	TOK	crosses		cross\VMFDRS3
---	DLE	(		=\DELIM
538	TOK	matings		matings\N5P
---	DLD	)		=\DELIM
539	TOK	between		between\P
540	TOK	pea		pea\N5S
541	TOK	plants		plant\N5P
542	TOK	homozygous		homozygous\JA
543	TOK	for		for\P
544	TOK	the		the\AT---6
---	DLE	«		=\DELIM
545	TOK	tall		tall\JA
---	DLD	»		=\DELIM
546	TOK	gene		gene\N5S
---	DLE	(		=\DELIM
##	TAG	<abbr>
547	TOK	i.e.		i.e.\N5P
##	TAG	</abbr>
---	DLE	,		=\DELIM
548	TOK	they		they\RPP3NN
549	TOK	had		have\V6F6A66
##	TAG	<num>
550	TOK	two		two\X
##	TAG	</num>
551	TOK	identical		identical\JA
552	TOK	copies		copy\N5P
553	TOK	of		of\P
554	TOK	an		an\AI---S
555	TOK	allele		allele\N5S
556	TOK	we		we\RPP1NN
557	TOK	label		label\VMI----
558	TOK	H		H\N5P
---	DLE	)		=\DELIM
559	TOK	and		and\CC
560	TOK	plants		plant\N5P
561	TOK	homozygous		homozygous\JA
562	TOK	for		for\P
563	TOK	the		the\AT---6
---	DLE	«		=\DELIM
564	TOK	short		short\JA
---	DLD	»		=\DELIM
565	TOK	gene		gene\N5S
---	DLE	(		=\DELIM
566	TOK	having		have\VMG----
##	TAG	<num>
567	TOK	two		two\X
##	TAG	</num>
568	TOK	copies		copy\N5P
569	TOK	of		of\P
570	TOK	an		an\AI---S
571	TOK	allele		allele\N5S
572	TOK	labeled		label\VMC----
573	TOK	h		h\N5S
---	DLE	)		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
574	TOK	This	BOS	this\AD---S
575	TOK	cross		cross\VMF6R66
---	DLD	,		=\DELIM
576	TOK	which		which\RW63N-
577	TOK	can		can\VOFDR66
578	TOK	only		only\DGA7
579	TOK	produce		produce\VMI----
580	TOK	heterozygous		heterozygous\JA
---	DLE	(		=\DELIM
##	TAG	<name>
581	TOK	Hh		Hh\N46
##	TAG	</name>
---	DLE	)		=\DELIM
582	TOK	offspring		offspring\N56
---	DLD	,		=\DELIM
583	TOK	is		be\V6FDRS3
584	TOK	illustrated		illustrate\VMC----
585	TOK	in		in\P
586	TOK	the		the\AT---6
##	TAG	<name>
587	TOK	Punnett		Punnett\N46
##	TAG	</name>
588	TOK	square		square\JA
589	TOK	shown		show\VMC----
590	TOK	in		in\P
##	TAG	<name>
591	TOK	Figure		Figure\N46
##	TAG	</name>
##	TAG	<num>
592	TOK	4-1		4-1\X
##	TAG	</num>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
##	TAG	<name>
593	TOK	Mendel	BOS	Mendel\N46
##	TAG	</name>
594	TOK	found		find\VMF6A66
595	TOK	that		that\CS
596	TOK	the		the\AT---6
597	TOK	offspring		offspring\N56
598	TOK	of		of\P
599	TOK	these		this\AD---P
600	TOK	crosses		cross\N5P
---	DLD	,		=\DELIM
##	TAG	<loc pos="CS">
601	TOK	even though		even_though\CS
##	TAG	</loc>
602	TOK	they		they\RPP3NN
603	TOK	were		be\V6F-A66
604	TOK	heterozygotes		heterozygote\N5P
---	DLD	,		=\DELIM
605	TOK	were		be\V6F-A66
606	TOK	all		all\DGA7
607	TOK	tall		tall\JA
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
608	TOK	This	BOS	this\RDS3N-
609	TOK	reflects		reflect\VMFDRS3
610	TOK	the		the\AT---6
611	TOK	fact		fact\N5S
612	TOK	that		that\CS
613	TOK	the		the\AT---6
614	TOK	H		h\N5S
615	TOK	allele		allele\N5S
616	TOK	is		be\V6FDRS3
617	TOK	dominant		dominant\JA
---	DLE	,		=\DELIM
618	TOK	whereas		whereas\CS
619	TOK	the		the\AT---6
620	TOK	h		h\N5S
621	TOK	allele		allele\N5S
622	TOK	is		be\V6FDRS3
623	TOK	recessive		recessive\JA
---	DLE	(		=\DELIM
624	TOK	it		it\RPS3N6
625	TOK	is		be\V6FDRS3
626	TOK	conventional		conventional\JA
627	TOK	to		to\P
628	TOK	label		label\VMI----
629	TOK	the		the\AT---6
630	TOK	dominant		dominant\JA
631	TOK	allele		allele\N5S
632	TOK	in		in\P
633	TOK	upper		upper\JA
634	TOK	case		case\N5S
635	TOK	and		and\CC
636	TOK	the		the\AT---6
637	TOK	recessive		recessive\JA
638	TOK	allele		allele\N5S
639	TOK	in		in\P
640	TOK	lower		low\JC
641	TOK	case		case\N5S
---	DLD	)		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
642	TOK	The	BOS	the\AT---6
643	TOK	term		term\N5S
644	TOK	recessive		recessive\JA
645	TOK	comes		come\VMFDRS3
646	TOK	from		from\P
647	TOK	a		a\AI---S
##	TAG	<name>
648	TOK	Latin		Latin\N46
##	TAG	</name>
