##	TAG	<div1>
##	TAG	<head>
##	TAG	<name>
1	TOK	PCR-based DNA	BOS	PCR-based_DNA\N46
255	TOK	polymerase		polymerase\N5S
256	TOK	is		be\V6FDRS3
257	TOK	used		use\VMC----
258	TOK	because		because\CS
259	TOK	the		the\AT---6
260	TOK	reaction		reaction\N5S
261	TOK	involves		involve\VMFDRS3
262	TOK	sequential		sequential\JA
263	TOK	cycles		cycle\N5P
264	TOK	composed		compose\VMC----
265	TOK	of		of\P
##	TAG	<num>
266	TOK	three		three\X
##	TAG	</num>
267	TOK	steps		step\N5P
---	DLD	:	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
268	TOK	i	BOS	i\N5S
##	TAG	<name>
269	TOK	Denaturation		Denaturation\N46
##	TAG	</name>
---	DLE	-		=\DELIM
270	TOK	typically		typically\DGA7
271	TOK	at		at\P
272	TOK	about		about\DGA7
##	TAG	<num>
273	TOK	93-95		93-95\X
##	TAG	</num>
274	TOK	°		°\N5S
275	TOK	C		C\N5P
276	TOK	for		for\P
277	TOK	human		human\JA
278	TOK	genomic		genomic\JA
##	TAG	<name>
279	TOK	DNA		DNA\N46
##	TAG	</name>
280	TOK	ii		ii\N5P
##	TAG	<name>
281	TOK	Reannealing		Reannealing\N46
##	TAG	</name>
---	DLE	-		=\DELIM
282	TOK	at		at\P
283	TOK	temperatures		temperature\N5P
284	TOK	usually		usually\DGA7
285	TOK	from		from\P
286	TOK	about		about\DGA7
##	TAG	<num>
287	TOK	50		50\X
##	TAG	</num>
288	TOK	°		°\N5S
289	TOK	C		C\N5P
290	TOK	to		to\P
##	TAG	<num>
291	TOK	70		70\X
##	TAG	</num>
292	TOK	°		°\N5S
293	TOK	C		C\N5P
---	DLE	,		=\DELIM
294	TOK	depending		depend\VMG----
295	TOK	on		on\P
296	TOK	the		the\AT---6
##	TAG	<name>
297	TOK	Tm		Tm\N46
##	TAG	</name>
298	TOK	of		of\P
299	TOK	the		the\AT---6
300	TOK	expected		expect\VMC----
301	TOK	duplex		duplex\JA
---	DLE	(		=\DELIM
302	TOK	the		the\AT---6
303	TOK	annealing		anneal\VMG----
304	TOK	temperature		temperature\N5S
305	TOK	is		be\V6FDRS3
306	TOK	typically		typically\DGA7
307	TOK	about		about\DGA7
##	TAG	<num>
308	TOK	5		5\X
##	TAG	</num>
309	TOK	°		°\N5S
310	TOK	C		C\N5P
311	TOK	below		below\P
312	TOK	the		the\AT---6
313	TOK	calculated		calculate\VMC----
##	TAG	<name>
314	TOK	Tm		Tm\N46
##	TAG	</name>
---	DLE	)		=\DELIM
315	TOK	iii		iii\N5P
##	TAG	<name>
316	TOK	DNA		DNA\N46
##	TAG	</name>
317	TOK	synthesis		synthesis\N5S
---	DLE	-		=\DELIM
318	TOK	typically		typically\DGA7
319	TOK	at		at\P
320	TOK	about		about\DGA7
##	TAG	<num>
321	TOK	70-75		70-75\X
##	TAG	</num>
322	TOK	°		°\N5S
323	TOK	C	EOS	C\N5P
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
325	TOK	Suitably	BOS	suitably\DGA7
326	TOK	heat		heat\VMF6R66
---	DLI	-		=\DELIM
327	TOK	stable		stable\JA
##	TAG	<name>
328	TOK	DNA		DNA\N46
##	TAG	</name>
329	TOK	polymerases		polymerase\N5P
330	TOK	have		have\V6F6R66
331	TOK	been		be\VMC----
332	TOK	obtained		obtain\VMC----
333	TOK	from		from\P
334	TOK	microorganisms		microorganism\N5P
335	TOK	whose		whose\AW---6
336	TOK	natural		natural\JA
337	TOK	habitat		habitat\N5S
338	TOK	is		be\V6FDRS3
339	TOK	hot		hot\JA
340	TOK	springs		spring\VMFDRS3
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
##	TAG	<loc pos="DGA7">
341	TOK	For example	BOS	For_example\DGA7
##	TAG	</loc>
---	DLE	,		=\DELIM
342	TOK	the		the\AT---6
343	TOK	widely		widely\DGA7
344	TOK	used		use\VMC----
##	TAG	<name>
345	TOK	Taq		Taq\N46
##	TAG	</name>
346	TOK	polymerase		polymerase\N5S
347	TOK	is		be\V6FDRS3
348	TOK	obtained		obtain\VMC----
349	TOK	from		from\P
##	TAG	<name>
350	TOK	Thermus		Thermus\N46
##	TAG	</name>
351	TOK	aquaticus		aquaticus\N5S
352	TOK	and		and\CC
353	TOK	is		be\V6FDRS3
354	TOK	thermostable		thermostable\JA
355	TOK	up		up\P
356	TOK	to		to\P
##	TAG	<num>
357	TOK	94		94\X
##	TAG	</num>
358	TOK	°		°\N5S
359	TOK	C		C\N5P
---	DLE	,		=\DELIM
360	TOK	with		with\P
361	TOK	an		an\AI---S
362	TOK	optimum		optimum\N5S
363	TOK	working		work\VMG----
364	TOK	temperature		temperature\N5S
365	TOK	of		of\P
##	TAG	<num>
366	TOK	80		80\X
##	TAG	</num>
367	TOK	°		°\N5S
368	TOK	C		C\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
369	TOK	Specificity	BOS	specificity\N5S
370	TOK	of		of\P
371	TOK	amplification		amplification\N5S
372	TOK	and		and\CC
373	TOK	primer		primer\N5S
374	TOK	design	EOS	design\N5S
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
376	TOK	The	BOS	the\AT---6
377	TOK	specificity		specificity\N5S
378	TOK	of		of\P
379	TOK	amplification		amplification\N5S
380	TOK	necessarily		necessarily\DGA7
381	TOK	depends		depend\VMFDRS3
382	TOK	on		on\P
383	TOK	the		the\AT---6
384	TOK	extent		extent\N5S
385	TOK	to		to\P
386	TOK	which		which\RW63N-
387	TOK	the		the\AT---6
388	TOK	designed		design\VMC----
389	TOK	primers		primer\N5P
390	TOK	can		can\VOFDR66
391	TOK	recognize		recognize\VMI----
392	TOK	different		different\JA
393	TOK	target		target\N5S
##	TAG	<name>
394	TOK	DNA		DNA\N46
##	TAG	</name>
395	TOK	sequences		sequence\N5P
396	TOK	other		other\JA
397	TOK	than		than\CS
398	TOK	the		the\AT---6
399	TOK	sequence		sequence\N5S
400	TOK	which		which\RW63N-
401	TOK	was		be\V6F-A66
402	TOK	intended		intend\VMC----
403	TOK	to		to\P
404	TOK	be		be\VMI----
405	TOK	amplified		amplify\VMF6A66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
406	TOK	For	BOS	for\P
407	TOK	complex		complex\JA
##	TAG	<name>
408	TOK	DNA		DNA\N46
##	TAG	</name>
409	TOK	sources		source\N5P
---	DLD	,		=\DELIM
410	TOK	such		such\JA
411	TOK	as		as\P
412	TOK	total		total\JA
413	TOK	genomic		genomic\JA
##	TAG	<name>
414	TOK	DNA		DNA\N46
##	TAG	</name>
415	TOK	from		from\P
416	TOK	a		a\AI---S
417	TOK	mammalian		mammalian\JA
418	TOK	cell		cell\N5S
---	DLD	,		=\DELIM
419	TOK	it		it\RPS3N6
420	TOK	is		be\V6FDRS3
421	TOK	often		often\DGA7
422	TOK	sufficient		sufficient\JA
423	TOK	to		to\P
424	TOK	design		design\VMI----
##	TAG	<num>
425	TOK	two		two\X
##	TAG	</num>
426	TOK	primers		primer\N5P
427	TOK	that		that\RW63N6
428	TOK	are		be\V6FDR66
429	TOK	about		about\DGA7
##	TAG	<num>
430	TOK	20		20\X
##	TAG	</num>
431	TOK	nucleotides		nucleotide\N5P
432	TOK	long		long\DGA7
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
433	TOK	This	BOS	this\RDS3N-
434	TOK	is		be\V6FDRS3
435	TOK	because		because\CS
436	TOK	the		the\AT---6
437	TOK	chance		chance\N5S
438	TOK	of		of\P
439	TOK	an		an\AI---S
440	TOK	accidental		accidental\JA
441	TOK	perfect		perfect\JA
442	TOK	match		match\N5S
443	TOK	elsewhere		elsewhere\DGA7
444	TOK	in		in\P
445	TOK	the		the\AT---6
446	TOK	genome		genome\N5S
447	TOK	for		for\P
448	TOK	either		either\DGA7
449	TOK	one		one\MCS
450	TOK	of		of\P
451	TOK	the		the\AT---6
452	TOK	primers		primer\N5P
453	TOK	is		be\V6FDRS3
454	TOK	extremely		extremely\DGA7
455	TOK	low		low\JA
---	DLD	,		=\DELIM
456	TOK	and		and\CC
457	TOK	for		for\P
458	TOK	both		both\RIP3N-
459	TOK	sequences		sequence\N5P
460	TOK	to		to\P
461	TOK	occur		occur\VMI----
462	TOK	by		by\P
463	TOK	chance		chance\N5S
464	TOK	in		in\P
465	TOK	close		close\JA
466	TOK	proximity		proximity\N5S
467	TOK	in		in\P
468	TOK	the		the\AT---6
469	TOK	specified		specify\VMC----
470	TOK	direction		direction\N5S
471	TOK	is		be\V6FDRS3
472	TOK	normally		normally\DGA7
473	TOK	exceedingly		exceedingly\DGA7
474	TOK	low		low\JA
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
475	TOK	Although	BOS	although\CS
476	TOK	conditions		condition\N5P
477	TOK	are		be\V6FDR66
478	TOK	usually		usually\DGA7
479	TOK	chosen		choose\VMC----
480	TOK	to		to\P
481	TOK	ensure		ensure\VMI----
482	TOK	that		that\CS
483	TOK	only		only\DGA7
484	TOK	strongly		strongly\DGA7
485	TOK	matched		match\VMF6A66
486	TOK	primer		prime\JC
---	DLI	-		=\DELIM
487	TOK	target		target\N5S
488	TOK	duplexes		duplex\N5P
489	TOK	are		be\V6FDR66
490	TOK	stable		stable\JA
---	DLD	,		=\DELIM
491	TOK	spurious		spurious\JA
492	TOK	amplification		amplification\N5S
493	TOK	products		product\N5P
494	TOK	can		can\VOFDR66
495	TOK	nevertheless		nevertheless\DGA7
496	TOK	be		be\VMI----
497	TOK	observed		observe\VMF6A66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
498	TOK	This	BOS	this\RDS3N-
499	TOK	can		can\VOFDR66
500	TOK	happen		happen\VMI----
501	TOK	if		if\CS
502	TOK	one		one\MCS
503	TOK	or		or\CC
504	TOK	both		both\RIP3N-
505	TOK	chosen		choose\VMC----
506	TOK	primer		primer\N5S
507	TOK	sequences		sequence\N5P
508	TOK	contain		contain\VMF6R66
509	TOK	part		part\N5S
510	TOK	of		of\P
511	TOK	a		a\AI---S
512	TOK	repetitive		repetitive\JA
##	TAG	<name>
513	TOK	DNA		DNA\N46
##	TAG	</name>
514	TOK	sequence		sequence\N5S
---	DLD	,		=\DELIM
515	TOK	and		and\CC
516	TOK	primers		primer\N5P
517	TOK	are		be\V6FDR66
518	TOK	usually		usually\DGA7
519	TOK	designed		design\VMC----
520	TOK	to		to\P
521	TOK	avoid		avoid\VMI----
522	TOK	matching		match\VMG----
523	TOK	to		to\P
524	TOK	known		know\VMC----
525	TOK	repetitive		repetitive\JA
##	TAG	<name>
526	TOK	DNA		DNA\N46
##	TAG	</name>
527	TOK	sequences		sequence\N5P
---	DLD	,		=\DELIM
528	TOK	including		including\P
529	TOK	large		large\JA
530	TOK	runs		run\N5P
531	TOK	of		of\P
532	TOK	a		a\AI---S
533	TOK	single		single\JA
534	TOK	nucleotide		nucleotide\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
535	TOK	Accidental	BOS	accidental\JA
536	TOK	matching		match\VMG----
537	TOK	at		at\P
538	TOK	the		the\AT---6
##	TAG	<num>
539	TOK	3		3\X
##	TAG	</num>
---	DLD	'		=\DELIM
540	TOK	end		end\N5S
541	TOK	of		of\P
542	TOK	the		the\AT---6
543	TOK	primer		primer\N5S
544	TOK	is		be\V6FDRS3
545	TOK	critically		critically\DGA7
546	TOK	important		important\JA
---	DLD	:		=\DELIM
547	TOK	spurious		spurious\JA
548	TOK	products		product\N5P
549	TOK	may		may\VOFDR66
550	TOK	derive		derive\VMI----
551	TOK	from		from\P
552	TOK	substantially		substantially\DGA7
553	TOK	mismatched		mismatch\VMF6A66
554	TOK	primer		prime\JC
---	DLI	-		=\DELIM
555	TOK	target		target\N5S
556	TOK	duplexes		duplex\VMFDRS3
557	TOK	unless		unless\CS
558	TOK	the		the\AT---6
##	TAG	<num>
559	TOK	3		3\X
##	TAG	</num>
---	DLD	'		=\DELIM
560	TOK	end		end\N5S
561	TOK	of		of\P
562	TOK	the		the\AT---6
563	TOK	primer		primer\N5S
564	TOK	shows		show\VMFDRS3
565	TOK	perfect		perfect\JA
566	TOK	matching		match\VMG----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
567	TOK	One	BOS	one\MCS
568	TOK	way		way\N5S
569	TOK	of		of\P
570	TOK	minimizing		minimize\VMG----
571	TOK	the		the\AT---6
572	TOK	amplification		amplification\N5S
573	TOK	of		of\P
574	TOK	spurious		spurious\JA
575	TOK	products		product\N5P
576	TOK	involves		involve\VMFDRS3
577	TOK	the		the\AT---6
578	TOK	use		use\N5S
579	TOK	of		of\P
580	TOK	nested		nest\VMC----
581	TOK	primers		primer\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
583	TOK	The	BOS	the\AT---6
584	TOK	products		product\N5P
585	TOK	of		of\P
586	TOK	an		an\AI---S
587	TOK	initial		initial\JA
588	TOK	amplification		amplification\N5S
589	TOK	reaction		reaction\N5S
590	TOK	are		be\V6FDR66
591	TOK	diluted		dilute\VMC----
592	TOK	and		and\CC
593	TOK	used		use\VMC----
594	TOK	as		as\P
595	TOK	the		the\AT---6
596	TOK	target		target\N5S
##	TAG	<name>
597	TOK	DNA		DNA\N46
##	TAG	</name>
598	TOK	source		source\N5S
599	TOK	for		for\P
600	TOK	a		a\AI---S
601	TOK	second		second\MOS
602	TOK	reaction		reaction\N5S
603	TOK	in		in\P
604	TOK	which		which\RW63N-
605	TOK	a		a\AI---S
606	TOK	different		different\JA
607	TOK	set		set\N5S
608	TOK	of		of\P
609	TOK	primers		primer\N5P
610	TOK	is		be\V6FDRS3
611	TOK	used		use\VMC----
---	DLD	,		=\DELIM
612	TOK	corresponding		corresponding\JA
613	TOK	to		to\P
614	TOK	sequences		sequence\N5P
615	TOK	located		locate\VMC----
616	TOK	close		close\DGA7
---	DLE	(		=\DELIM
617	TOK	but		but\CC
618	TOK	internal		internal\JA
---	DLD	)		=\DELIM
619	TOK	to		to\P
620	TOK	those		that\RDP3N-
621	TOK	used		use\VMC----
622	TOK	in		in\P
623	TOK	the		the\AT---6
624	TOK	first		first\MOS
625	TOK	reaction		reaction\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
626	TOK	The	BOS	the\AT---6
627	TOK	major		major\JA
628	TOK	advantages		advantage\N5P
629	TOK	of		of\P
##	TAG	<name>
630	TOK	PCR		PCR\N46
##	TAG	</name>
631	TOK	as		as\P
632	TOK	a		a\AI---S
633	TOK	cloning		clone\VMG----
634	TOK	method		method\N5S
635	TOK	are		be\V6FDR66
636	TOK	its		its\APS3N6
637	TOK	rapidity		rapidity\N5S
---	DLD	,		=\DELIM
638	TOK	sensitivity		sensitivity\N5S
639	TOK	and		and\CC
640	TOK	robustness	EOS	robustness\N5S
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
##	TAG	<loc pos="P">
641	TOK	Because of	BOS	Because_of\P
##	TAG	</loc>
642	TOK	its		its\APS3N6
643	TOK	simplicity		simplicity\N5S
---	DLD	,		=\DELIM
##	TAG	<name>
644	TOK	PCR		PCR\N46
##	TAG	</name>
645	TOK	is		be\V6FDRS3
646	TOK	a		a\AI---S
647	TOK	popular		popular\JA
648	TOK	technique		technique\N5S
649	TOK	with		with\P
650	TOK	a		a\AI---S
651	TOK	wide		wide\JA
652	TOK	range		range\N5S
653	TOK	of		of\P
654	TOK	applications		application\N5P
655	TOK	which		which\RW63N-
656	TOK	depend		depend\VMF6R66
657	TOK	on		on\P
658	TOK	essentially		essentially\DGA7
##	TAG	<num>
659	TOK	three		three\X
##	TAG	</num>
660	TOK	major		major\JA
661	TOK	advantages		advantage\N5P
662	TOK	of		of\P
663	TOK	the		the\AT---6
664	TOK	method		method\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
665	TOK	Speed	BOS	speed\N5S
666	TOK	and		and\CC
667	TOK	ease		ease\N5S
668	TOK	o		o\N5S
669	TOK	f		f\N5S
670	TOK	use		use\N5S
671	TOK	o		o\N5S
672	TOK	f		f\N5S
##	TAG	<name>
673	TOK	PCR	EOS	PCR\N46
##	TAG	</name>
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
##	TAG	<name>
675	TOK	DNA	BOS	DNA\N46
##	TAG	</name>
676	TOK	cloning		clone\VMG----
677	TOK	by		by\P
##	TAG	<name>
