##	TAG	<div1>
##	TAG	<head>
1	TOK	Overview	BOS	overview\N5S
259	TOK	countries		country\N5P
---	DLD	,		=\DELIM
260	TOK	make		make\VMF6R66
261	TOK	up		up\P
262	TOK	about		about\DGA7
##	TAG	<num>
263	TOK	20		20\X
##	TAG	</num>
264	TOK	percent		percent\N56
265	TOK	of		of\P
266	TOK	the		the\AT---6
267	TOK	global		global\JA
268	TOK	labor		labor\N5S
269	TOK	force		force\VMF6R66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
##	TAG	<name>
270	TOK	Françoise	BOS	Françoise\N46
##	TAG	</name>
271	TOK	is		be\V6FDRS3
272	TOK	an		an\AI---S
273	TOK	immigrant		immigrant\N5S
274	TOK	in		in\P
##	TAG	<name>
275	TOK	France of Vietnamese		France_of_Vietnamese\N46
##	TAG	</name>
276	TOK	origin		origin\N5S
277	TOK	who		who\RW63N-
278	TOK	works		work\VMFDRS3
279	TOK	long		long\JA
280	TOK	hours		hour\N5P
281	TOK	as		as\P
282	TOK	a		a\AI---S
283	TOK	waitress		waitress\N5S
284	TOK	to		to\P
285	TOK	make		make\VMI----
286	TOK	ends		end\N5P
287	TOK	meet		meet\VMF6R66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
288	TOK	She	BOS	she\RPS3FN
289	TOK	takes		take\VMFDRS3
290	TOK	home		home\N5S
291	TOK	the		the\AT---6
292	TOK	equivalent		equivalent\JA
293	TOK	of		of\P
294	TOK	$		$\N5P
##	TAG	<num>
295	TOK	220		220\X
##	TAG	</num>
296	TOK	a		a\AI---S
297	TOK	week		week\N5S
---	DLD	,		=\DELIM
298	TOK	after		after\P
299	TOK	taxes		tax\N5P
300	TOK	and		and\CC
301	TOK	including		including\P
302	TOK	tips		tip\N5P
---	DLD	,		=\DELIM
303	TOK	for		for\P
##	TAG	<num>
304	TOK	fifty		fifty\X
##	TAG	</num>
305	TOK	hours		hour\N5P
---	DLD	'		=\DELIM
306	TOK	work		work\VMF6R66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
307	TOK	By	BOS	by\P
##	TAG	<loc pos="JA">
308	TOK	French		french\JA
##	TAG	</loc>
309	TOK	standards		standard\N5P
310	TOK	she		she\RPS3FN
311	TOK	is		be\V6FDRS3
312	TOK	poor		poor\JA
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
313	TOK	Legally	BOS	legally\DGA7
---	DLD	,		=\DELIM
##	TAG	<name>
314	TOK	Françoise		Françoise\N46
##	TAG	</name>
315	TOK	is		be\V6FDRS3
316	TOK	a		a\AI---S
317	TOK	casual		casual\JA
318	TOK	worker		worker\N5S
319	TOK	and		and\CC
320	TOK	so		so\DGA7
321	TOK	has		have\V6FDRS3
322	TOK	no		no\AI---6
323	TOK	job		job\N5S
324	TOK	security		security\N5S
---	DLD	,		=\DELIM
325	TOK	but		but\CC
326	TOK	she		she\RPS3FN
327	TOK	is		be\V6FDRS3
328	TOK	much		much\DGA7
329	TOK	better		better\DDC7
330	TOK	off		off\DGA7
331	TOK	in		in\P
##	TAG	<name>
332	TOK	France		France\N46
##	TAG	</name>
333	TOK	than		than\CS
334	TOK	she		she\RPS3FN
335	TOK	would		will\VOFDA66
336	TOK	have		have\VMI----
337	TOK	been		be\VMC----
338	TOK	in		in\P
##	TAG	<name>
339	TOK	Viet Nam		Viet_Nam\N46
##	TAG	</name>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
340	TOK	Her	BOS	her\APS3F6
341	TOK	wage		wage\N5S
342	TOK	is		be\V6FDRS3
343	TOK	almost		almost\DGA7
##	TAG	<num>
344	TOK	eight		eight\X
##	TAG	</num>
345	TOK	times		time\N5P
346	TOK	that		that\RW63N6
347	TOK	earned		earn\VMF6A66
348	TOK	by		by\P
##	TAG	<name>
349	TOK	Hoa		Hoa\N46
##	TAG	</name>
350	TOK	in		in\P
##	TAG	<name>
351	TOK	Ho Chi Minh City		Ho_Chi_Minh_City\N46
##	TAG	</name>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
##	TAG	<name>
352	TOK	Françoise	BOS	Françoise\N46
##	TAG	</name>
353	TOK	and		and\CC
354	TOK	other		other\JA
355	TOK	services		service\N5P
356	TOK	sector		sector\N5S
357	TOK	workers		worker\N5P
358	TOK	in		in\P
359	TOK	high		high\JA
---	DLI	-		=\DELIM
360	TOK	income		income\N5S
361	TOK	countries		country\N5P
362	TOK	account		account\VMF6R66
363	TOK	for		for\P
364	TOK	about		about\DGA7
##	TAG	<num>
365	TOK	9		9\X
##	TAG	</num>
366	TOK	percent		percent\N56
367	TOK	of		of\P
368	TOK	the		the\AT---6
369	TOK	global		global\JA
370	TOK	labor		labor\N5S
371	TOK	force		force\VMF6R66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
##	TAG	<name>
372	TOK	Jean-Paul	BOS	Jean-Paul\N46
##	TAG	</name>
373	TOK	is		be\V6FDRS3
374	TOK	a		a\AI---S
375	TOK	fifty		fifty\MCP
---	DLI	-		=\DELIM
376	TOK	year		year\N5S
---	DLI	-		=\DELIM
377	TOK	old		old\JA
##	TAG	<name>
378	TOK	Frenchman		Frenchman\N46
##	TAG	</name>
379	TOK	whose		whose\AW---6
380	TOK	employment		employment\N5S
381	TOK	prospects		prospect\N5P
382	TOK	look		look\VMF6R66
383	TOK	bleak		bleak\JA
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
384	TOK	For	BOS	for\P
##	TAG	<num>
385	TOK	ten		ten\X
##	TAG	</num>
386	TOK	years		year\N5P
387	TOK	he		he\RPS3MN
388	TOK	has		have\V6FDRS3
389	TOK	worked		work\VMC----
390	TOK	in		in\P
391	TOK	a		a\AI---S
392	TOK	garment		garment\N5S
393	TOK	factory		factory\N5S
394	TOK	in		in\P
##	TAG	<name>
395	TOK	Toulouse		Toulouse\N46
##	TAG	</name>
---	DLE	,		=\DELIM
396	TOK	taking		take\VMG----
397	TOK	home		home\N5S
398	TOK	the		the\AT---6
399	TOK	equivalent		equivalent\JA
400	TOK	of		of\P
401	TOK	$		$\N5P
##	TAG	<num>
402	TOK	400		400\X
##	TAG	</num>
403	TOK	a		a\AI---S
404	TOK	week		week\N5S
---	DLI	-		=\DELIM
405	TOK	twelve		twelve\MCP
406	TOK	times		time\N5P
407	TOK	the		the\AT---6
408	TOK	average		average\JA
409	TOK	wage		wage\N5S
410	TOK	in		in\P
##	TAG	<name>
411	TOK	Viet Nam		Viet_Nam\N46
##	TAG	</name>
412	PGR	's		genmark\GENMARK
413	TOK	garment		garment\N5S
414	TOK	industry		industry\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
415	TOK	But	BOS	but\CC
416	TOK	next		next\JA
417	TOK	month		month\N5S
418	TOK	he		he\RPS3MN
419	TOK	will		will\VOFDR66
420	TOK	lose		lose\VMI----
421	TOK	his		his\APS3M6
422	TOK	job		job\N5S
423	TOK	when		when\CS
424	TOK	the		the\AT---6
425	TOK	factory		factory\N5S
426	TOK	closes		close\VMFDRS3
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
427	TOK	Unemployment	BOS	unemployment\N5S
428	TOK	benefits		benefit\N5P
429	TOK	will		will\VOFDR66
430	TOK	partly		partly\DGA7
431	TOK	shield		shield\VMI----
432	TOK	him		him\RPS3MA
433	TOK	from		from\P
434	TOK	the		the\AT---6
435	TOK	shock		shock\N5S
---	DLD	,		=\DELIM
436	TOK	but		but\CC
437	TOK	his		his\APS3M6
438	TOK	chances		chance\N5P
439	TOK	of		of\P
440	TOK	matching		match\VMG----
441	TOK	his		his\APS3M6
442	TOK	old		old\JA
443	TOK	salary		salary\N5S
444	TOK	in		in\P
445	TOK	a		a\AI---S
446	TOK	new		new\JA
447	TOK	job		job\N5S
448	TOK	are		be\V6FDR66
449	TOK	slim		slim\JA
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
##	TAG	<name>
450	TOK	Frenchmen of Jean-Paul	BOS	Frenchmen_of_Jean-Paul\N46
##	TAG	</name>
451	PGR	's		genmark\GENMARK
452	TOK	age		age\N5S
453	TOK	who		who\RW63N-
454	TOK	lose		lose\VMF6R66
455	TOK	their		their\APP3N6
456	TOK	jobs		job\N5P
457	TOK	are		be\V6FDR66
458	TOK	likely		likely\JA
459	TOK	to		to\P
460	TOK	stay		stay\VMI----
461	TOK	unemployed		unemployed\JA
462	TOK	for		for\P
463	TOK	more		more\DDC7
464	TOK	than		than\CS
465	TOK	a		a\AI---S
466	TOK	year		year\N5S
---	DLD	,		=\DELIM
467	TOK	and		and\CC
##	TAG	<name>
468	TOK	Jean-Paul		Jean-Paul\N46
##	TAG	</name>
469	TOK	is		be\V6FDRS3
470	TOK	encouraging		encourage\VMG----
471	TOK	his		his\APS3M6
472	TOK	son		son\N5S
473	TOK	to		to\P
474	TOK	work		work\VMI----
475	TOK	hard		hard\JA
476	TOK	in		in\P
477	TOK	school		school\N5S
478	TOK	so		so\CC
479	TOK	he		he\RPS3MN
480	TOK	can		can\VOFDR66
481	TOK	go		go\VMI----
482	TOK	to		to\P
483	TOK	college		college\N5S
484	TOK	and		and\CC
485	TOK	study		study\N5S
486	TOK	computer		computer\N5S
487	TOK	programming		program\VMG----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
488	TOK	Workers	BOS	worker\N5P
489	TOK	in		in\P
490	TOK	industry		industry\N5S
491	TOK	in		in\P
492	TOK	high		high\JA
---	DLI	-		=\DELIM
493	TOK	income		income\N5S
494	TOK	countries		country\N5P
---	DLD	,		=\DELIM
495	TOK	like		like\P
##	TAG	<name>
496	TOK	Jean-Paul		Jean-Paul\N46
##	TAG	</name>
---	DLE	,		=\DELIM
497	TOK	make		make\VMF6R66
498	TOK	up		up\P
499	TOK	just		just\DGA7
##	TAG	<num>
500	TOK	4		4\X
##	TAG	</num>
501	TOK	percent		percent\N56
502	TOK	of		of\P
503	TOK	the		the\AT---6
504	TOK	world		world\N5S
505	PGR	's		genmark\GENMARK
506	TOK	labor		labor\N5S
507	TOK	force		force\VMF6R66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
508	TOK	These	BOS	this\AD---P
##	TAG	<num>
509	TOK	four		four\X
##	TAG	</num>
510	TOK	families		family\N5P
---	DLI	-		=\DELIM
511	TOK	two		two\MCP
512	TOK	living		living\N5S
513	TOK	in		in\P
##	TAG	<name>
514	TOK	Viet Nam		Viet_Nam\N46
##	TAG	</name>
---	DLE	,		=\DELIM
##	TAG	<num>
515	TOK	two		two\X
##	TAG	</num>
516	TOK	in		in\P
##	TAG	<name>
517	TOK	France		France\N46
##	TAG	</name>
---	DLE	-		=\DELIM
518	TOK	have		have\VMI----
519	TOK	vastly		vastly\DGA7
520	TOK	different		different\JA
521	TOK	standards		standard\N5P
522	TOK	of		of\P
523	TOK	living		living\N5S
524	TOK	and		and\CC
525	TOK	expectations		expectation\N5P
526	TOK	for		for\P
527	TOK	the		the\AT---6
528	TOK	future		future\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
529	TOK	Employment	BOS	employment\N5S
530	TOK	and		and\CC
531	TOK	wage		wage\N5S
532	TOK	prospects		prospect\N5P
533	TOK	in		in\P
##	TAG	<name>
534	TOK	Toulouse		Toulouse\N46
##	TAG	</name>
535	TOK	and		and\CC
##	TAG	<name>
536	TOK	Ho Chi Minh City		Ho_Chi_Minh_City\N46
##	TAG	</name>
537	TOK	are		be\V6FDR66
538	TOK	worlds		world\N5P
539	TOK	apart		apart\DGA7
---	DLD	,		=\DELIM
540	TOK	even		even\DGA7
541	TOK	when		when\CS
542	TOK	incomes		income\N5P
543	TOK	are		be\V6FDR66
544	TOK	adjusted		adjust\VMC----
---	DLD	,		=\DELIM
545	TOK	as		as\DGA7
546	TOK	here		here\DGA7
---	DLD	,		=\DELIM
547	TOK	for		for\P
548	TOK	differences		difference\N5P
549	TOK	in		in\P
550	TOK	the		the\AT---6
551	TOK	cost		cost\N5S
552	TOK	of		of\P
553	TOK	living		live\VMG----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
##	TAG	<name>
554	TOK	Françoise	BOS	Françoise\N46
##	TAG	</name>
555	PGR	's		genmark\GENMARK
556	TOK	poverty		poverty\N5S
557	TOK	wage		wage\N5S
558	TOK	would		will\VOFDA66
559	TOK	clearly		clearly\DGA7
560	TOK	buy		buy\VMI----
##	TAG	<name>
561	TOK	Hoa		Hoa\N46
##	TAG	</name>
562	TOK	a		a\AI---S
563	TOK	vastly		vastly\DGA7
564	TOK	more		more\DDC7
565	TOK	affluent		affluent\JA
566	TOK	life		life\N5S
---	DLI	-		=\DELIM
567	TOK	style		style\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
568	TOK	And	BOS	and\CC
569	TOK	much		much\DGA7
570	TOK	of		of\P
571	TOK	the		the\AT---6
572	TOK	world		world\N5S
573	PGR	's		genmark\GENMARK
574	TOK	work		work\N5S
575	TOK	force		force\VMF6R66
---	DLD	,		=\DELIM
576	TOK	like		like\P
##	TAG	<name>
577	TOK	Duong		Duong\N46
##	TAG	</name>
---	DLE	,		=\DELIM
578	TOK	works		work\N5P
579	TOK	outside		outside\P
580	TOK	the		the\AT---6
581	TOK	wage		wage\N5S
582	TOK	sector		sector\N5S
583	TOK	on		on\P
584	TOK	family		family\N5S
585	TOK	farms		farm\N5P
586	TOK	and		and\CC
587	TOK	in		in\P
588	TOK	the		the\AT---6
589	TOK	informal		informal\JA
590	TOK	sector		sector\N5S
---	DLD	,		=\DELIM
591	TOK	generally		generally\DGA7
592	TOK	earning		earn\VMG----
593	TOK	even		even\DGA7
594	TOK	lower		low\JC
595	TOK	labor		labor\N5S
596	TOK	incomes		income\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
597	TOK	But	BOS	but\CC
598	TOK	the		the\AT---6
599	TOK	lives		life\N5P
600	TOK	of		of\P
601	TOK	urban		urban\JA
602	TOK	workers		worker\N5P
603	TOK	in		in\P
604	TOK	different		different\JA
605	TOK	parts		part\N5P
606	TOK	of		of\P
607	TOK	the		the\AT---6
608	TOK	world		world\N5S
609	TOK	are		be\V6FDR66
610	TOK	increasingly		increasingly\DGA7
611	TOK	intertwined		intertwine\VMC----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
612	TOK	French	BOS	french\JA
613	TOK	consumers		consumer\N5P
614	TOK	buy		buy\VMF6R66
615	TOK	the		the\AT---6
616	TOK	product		product\N5S
617	TOK	of		of\P
##	TAG	<name>
618	TOK	Hoa		Hoa\N46
##	TAG	</name>
619	PGR	's		genmark\GENMARK
620	TOK	labor		labor\N5S
---	DLD	,		=\DELIM
621	TOK	and		and\CC
##	TAG	<name>
622	TOK	Jean-Paul		Jean-Paul\N46
##	TAG	</name>
623	TOK	believes		believe\VMFDRS3
624	TOK	it		it\RPS3N6
625	TOK	is		be\V6FDRS3
##	TAG	<name>
626	TOK	Hoa		Hoa\N46
##	TAG	</name>
627	PGR	's		genmark\GENMARK
628	TOK	low		low\JA
629	TOK	wages		wage\N5P
630	TOK	that		that\RW63N6
631	TOK	are		be\V6FDR66
632	TOK	taking		take\VMG----
633	TOK	his		his\APS3M6
634	TOK	job		job\N5S
---	DLD	,		=\DELIM
635	TOK	while		while\CS
636	TOK	immigrant		immigrant\N5S
637	TOK	workers		worker\N5P
638	TOK	like		like\P
##	TAG	<name>
639	TOK	Françoise		Françoise\N46
##	TAG	</name>
640	TOK	feel		feel\VMF6R66
641	TOK	the		the\AT---6
642	TOK	brunt		brunt\N5S
643	TOK	of		of\P
##	TAG	<name>
644	TOK	Jean-Paul		Jean-Paul\N46
##	TAG	</name>
645	PGR	's		genmark\GENMARK
646	TOK	anger		anger\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
647	TOK	Meanwhile	BOS	meanwhile\DGA7
---	DLD	,		=\DELIM
##	TAG	<name>
648	TOK	Duong		Duong\N46
##	TAG	</name>
649	TOK	struggles		struggle\VMFDRS3
650	TOK	to		to\P
651	TOK	save		save\VMI----
652	TOK	so		so\DGA7
653	TOK	that		that\CS
654	TOK	his		his\APS3M6
655	TOK	children		child\N5P
656	TOK	can		can\VOFDR66
657	TOK	be		be\VMI----
658	TOK	educated		educate\VMC----
659	TOK	and		and\CC
660	TOK	leave		leave\VMF6R66
661	TOK	the		the\AT---6
662	TOK	countryside		countryside\N5S
663	TOK	for		for\P
664	TOK	the		the\AT---6
665	TOK	city		city\N5S
---	DLD	,		=\DELIM
666	TOK	where		where\CS
667	TOK	foreign		foreign\JA
668	TOK	companies		company\N5P
669	TOK	advertise		advertise\VMF6R66
670	TOK	new		new\JA
671	TOK	jobs		job\N5P
672	TOK	at		at\P
673	TOK	better		good\JC
674	TOK	wages		wage\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
