##	TAG	<div1>
##	TAG	<head>
##	TAG	<name>
1	TOK	Randomised	BOS	Randomised\N46
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
110	TOK	Ritonavir	BOS	ritonavir\N5S
---	DLE	(		=\DELIM
##	TAG	<name>
111	TOK	Norvir		Norvir\N46
##	TAG	</name>
---	DLE	,		=\DELIM
##	TAG	<name>
112	TOK	Abbott Laboratories		Abbott_Laboratories\N46
##	TAG	</name>
---	DLE	,		=\DELIM
##	TAG	<name>
113	TOK	IL		IL\N46
##	TAG	</name>
---	DLE	,		=\DELIM
##	TAG	<name>
114	TOK	USA		USA\N46
##	TAG	</name>
---	DLE	)		=\DELIM
115	TOK	is		be\V6FDRS3
116	TOK	a		a\AI---S
117	TOK	specific		specific\JA
118	TOK	and		and\CC
119	TOK	potent		potent\JA
120	TOK	inhibitor		inhibitor\N5S
121	TOK	of		of\P
##	TAG	<name>
122	TOK	HIV		HIV\N46
##	TAG	</name>
---	DLE	-		=\DELIM
##	TAG	<num>
123	TOK	1		1\X
##	TAG	</num>
124	TOK	aspartyl		aspartyl\N5S
125	TOK	protease		protease\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
126	TOK	The	BOS	the\AT---6
127	TOK	drug		drug\N5S
128	TOK	has		have\V6FDRS3
129	TOK	high		high\JA
130	TOK	oral		oral\JA
131	TOK	bioavailability		bioavailability\N5S
132	TOK	and		and\CC
133	TOK	a		a\AI---S
134	TOK	long		long\JA
135	TOK	plasma		plasma\N5S
136	TOK	half		half\N5S
---	DLI	-		=\DELIM
137	TOK	life		life\N5S
---	DLD	,		=\DELIM
138	TOK	which		which\RW63N-
139	TOK	allows		allow\VMFDRS3
140	TOK	twice		twice\DGA7
---	DLI	-		=\DELIM
141	TOK	daily		daily\JA
142	TOK	dosing		dose\VMG----
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
143	TOK	Compared	BOS	compare\VMC----
144	TOK	with		with\P
145	TOK	nucleoside		nucleoside\N5S
146	TOK	analogues		analogue\N5P
---	DLD	,		=\DELIM
147	TOK	ritonavir		ritonavir\N5S
148	TOK	has		have\V6FDRS3
149	TOK	a		a\AI---S
150	TOK	more		more\DDC7
151	TOK	potent		potent\JA
152	TOK	and		and\CC
153	TOK	sustained		sustain\VMC----
154	TOK	effect		effect\N5S
155	TOK	on		on\P
156	TOK	plasma		plasma\N5S
157	TOK	viraemia		viraemia\N5S
---	DLD	,		=\DELIM
158	TOK	cellular		cellular\JA
##	TAG	<name>
159	TOK	HIV		HIV\N46
##	TAG	</name>
---	DLE	-		=\DELIM
##	TAG	<num>
160	TOK	1		1\X
##	TAG	</num>
---	DLE	-		=\DELIM
161	TOK	infection		infection\N5S
162	TOK	loads		load\N5P
---	DLD	,		=\DELIM
163	TOK	and		and\CC
164	TOK	lymphocyte		lymphocyte\N5S
165	TOK	immunophenotype		immunophenotype\N5S
166	TOK	subsets		subset\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
167	TOK	In	BOS	in\P
168	TOK	clinical		clinical\JA
169	TOK	trials		trial\N5P
170	TOK	on		on\P
##	TAG	<name>
171	TOK	HIV		HIV\N46
##	TAG	</name>
---	DLE	-		=\DELIM
##	TAG	<num>
172	TOK	1		1\X
##	TAG	</num>
---	DLE	,		=\DELIM
173	TOK	some		some\DGA7
174	TOK	surrogate		surrogate\VMF6R66
---	DLI	-		=\DELIM
175	TOK	marker		marker\N5S
176	TOK	responses		response\N5P
177	TOK	predict		predict\VMF6R66
178	TOK	clinical		clinical\JA
179	TOK	efficacy		efficacy\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
180	TOK	However	BOS	however\DGA7
---	DLD	,		=\DELIM
181	TOK	their		their\APP3N6
182	TOK	usefulness		usefulness\N5S
183	TOK	in		in\P
184	TOK	assessment		assessment\N5S
185	TOK	of		of\P
186	TOK	protease		protease\N5S
---	DLI	-		=\DELIM
187	TOK	inhibitor		inhibitor\N5S
188	TOK	therapy		therapy\N5S
189	TOK	is		be\V6FDRS3
190	TOK	not		not\DGA7
191	TOK	clear		clear\JA
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
192	TOK	Therefore	BOS	therefore\DGA7
---	DLD	,		=\DELIM
193	TOK	this		this\AD---S
194	TOK	study		study\N5S
195	TOK	was		be\V6F-A66
196	TOK	designed		design\VMC----
197	TOK	as		as\P
198	TOK	a		a\AI---S
199	TOK	simple		simple\JA
200	TOK	large		large\JA
---	DLI	-		=\DELIM
201	TOK	scale		scale\N5S
202	TOK	clinical		clinical\JA
203	TOK	trial		trial\N5S
204	TOK	to		to\P
205	TOK	investigate		investigate\VMI----
206	TOK	rapidly		rapidly\DGA7
---	DLD	,		=\DELIM
207	TOK	in		in\P
208	TOK	a		a\AI---S
209	TOK	specific		specific\JA
210	TOK	subpopulation		subpopulation\N5S
211	TOK	of		of\P
212	TOK	patients		patient\N5P
213	TOK	with		with\P
##	TAG	<name>
214	TOK	HIV		HIV\N46
##	TAG	</name>
---	DLE	-		=\DELIM
##	TAG	<num>
215	TOK	1		1\X
##	TAG	</num>
216	TOK	disease		disease\N5S
---	DLE	(		=\DELIM
##	TAG	<name>
217	TOK	CD4		CD4\N46
##	TAG	</name>
---	DLE	-		=\DELIM
218	TOK	lymphocyte		lymphocyte\N5S
219	TOK	counts		count\N5P
220	TOK	xxx		noanat\W
---	DLE	)		=\DELIM
---	DLD	,		=\DELIM
221	TOK	the		the\AT---6
222	TOK	safety		safety\N5S
223	TOK	and		and\CC
224	TOK	clinical		clinical\JA
225	TOK	efficacy		efficacy\N5S
226	TOK	of		of\P
227	TOK	ritonavir		ritonavir\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
228	TOK	These	BOS	this\AD---P
229	TOK	results		result\N5P
230	TOK	might		may\VOFDR66
231	TOK	be		be\VMI----
232	TOK	generalisable		generalisable\JA
233	TOK	to		to\P
234	TOK	a		a\AI---S
235	TOK	larger		large\JC
236	TOK	population		population\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
237	TOK	Methods	BOS	method\N5P
tf	TOK		EOS	=\DELS
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
239	TOK	The	BOS	the\AT---6
240	TOK	primary		primary\JA
241	TOK	objective		objective\N5S
242	TOK	of		of\P
243	TOK	this		this\AD---S
244	TOK	randomised		randomised\JA
---	DLD	,		=\DELIM
245	TOK	double		double\AG---6
---	DLI	-		=\DELIM
246	TOK	blind		blind\JA
---	DLD	,		=\DELIM
247	TOK	placebo		placebo\N5S
---	DLI	-		=\DELIM
248	TOK	controlled		control\VMC----
---	DLD	,		=\DELIM
249	TOK	multicentre		multicentre\N5S
250	TOK	trial		trial\N5S
251	TOK	was		be\V6F-A66
252	TOK	to		to\P
253	TOK	test		test\VMI----
254	TOK	the		the\AT---6
255	TOK	effectiveness		effectiveness\N5S
256	TOK	of		of\P
257	TOK	ritonavir		ritonavir\N5S
258	TOK	oral		oral\JA
259	TOK	solution		solution\N5S
---	DLE	(		=\DELIM
##	TAG	<num>
260	TOK	600		600\X
##	TAG	</num>
261	TOK	mg		mg\N5S
262	TOK	twice		twice\DGA7
263	TOK	daily		daily\JA
---	DLD	)		=\DELIM
264	TOK	in		in\P
265	TOK	reducing		reduce\VMG----
266	TOK	the		the\AT---6
267	TOK	rate		rate\N5S
268	TOK	of		of\P
269	TOK	death		death\N5S
270	TOK	or		or\CC
271	TOK	any		any\AG---6
272	TOK	new		new\JA
---	DLD	,		=\DELIM
273	TOK	or		or\CC
274	TOK	specified		specify\VMC----
275	TOK	recurrent		recurrent\JA
---	DLD	,		=\DELIM
##	TAG	<name>
276	TOK	AIDS		AIDS\N46
##	TAG	</name>
---	DLE	-		=\DELIM
277	TOK	defining		define\VMG----
278	TOK	illness		illness\N5S
279	TOK	in		in\P
280	TOK	a		a\AI---S
281	TOK	population		population\N5S
282	TOK	of		of\P
##	TAG	<name>
283	TOK	HIV		HIV\N46
##	TAG	</name>
---	DLE	-		=\DELIM
##	TAG	<num>
284	TOK	1		1\X
##	TAG	</num>
---	DLE	-		=\DELIM
285	TOK	infected		infect\VMC----
286	TOK	adults		adult\N5P
287	TOK	with		with\P
##	TAG	<name>
288	TOK	CD4		CD4\N46
##	TAG	</name>
---	DLE	-		=\DELIM
289	TOK	lymphocyte		lymphocyte\N5S
290	TOK	counts		count\N5P
291	TOK	of		of\P
##	TAG	<na type="function">
292	TOK	100/mL		noanat\W
##	TAG	</na>
293	TOK	or		or\CC
294	TOK	less		less\DDC7
---	DLD	,		=\DELIM
295	TOK	while		while\CS
296	TOK	permitting		permit\VMG----
297	TOK	concurrent		concurrent\JA
298	TOK	use		use\N5S
299	TOK	of		of\P
300	TOK	licensed		license\VMC----
301	TOK	anti		anti\JA
---	DLD	-		=\DELIM
##	TAG	<name>
302	TOK	HIV		HIV\N46
##	TAG	</name>
---	DLE	-		=\DELIM
##	TAG	<num>
303	TOK	1		1\X
##	TAG	</num>
304	TOK	therapy		therapy\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
305	TOK	Secondary	BOS	secondary\JA
306	TOK	objectives		objective\N5P
307	TOK	were		be\V6F-A66
308	TOK	to		to\P
309	TOK	assess		assess\VMI----
310	TOK	the		the\AT---6
311	TOK	effect		effect\N5S
312	TOK	of		of\P
313	TOK	ritonavir		ritonavir\N5S
314	TOK	on		on\P
315	TOK	counts		count\N5P
316	TOK	of		of\P
##	TAG	<name>
317	TOK	CD4		CD4\N46
##	TAG	</name>
318	TOK	and		and\CC
##	TAG	<name>
319	TOK	CD8		CD8\N46
##	TAG	</name>
320	TOK	lymphocytes		lymphocyte\N5P
321	TOK	and		and\CC
322	TOK	plasma		plasma\N5S
323	TOK	concentrations		concentration\N5P
324	TOK	of		of\P
##	TAG	<name>
325	TOK	HIV		HIV\N46
##	TAG	</name>
---	DLE	-		=\DELIM
##	TAG	<num>
326	TOK	1		1\X
##	TAG	</num>
##	TAG	<name>
327	TOK	RNA		RNA\N46
##	TAG	</name>
---	DLE	(		=\DELIM
##	TAG	<name>
328	TOK	Roche Amplicor		Roche_Amplicor\N46
##	TAG	</name>
---	DLD	;		=\DELIM
329	TOK	lower		low\JC
330	TOK	limit		limit\N5S
331	TOK	of		of\P
332	TOK	detection		detection\N5S
##	TAG	<num>
333	TOK	200		200\X
##	TAG	</num>
334	TOK	copies		copy\N5P
---	DLE	/		=\DELIM
335	TOK	mL		mL\N5P
---	DLE	)		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
337	TOK	Plasma	BOS	plasma\N5S
338	TOK	viraemia		viraemia\N5S
339	TOK	response		response\N5S
340	TOK	was		be\V6F-A66
341	TOK	studied		study\VMC----
342	TOK	in		in\P
343	TOK	a		a\AI---S
344	TOK	subset		subset\N5S
345	TOK	of		of\P
346	TOK	patients		patient\N5P
---	DLI	-		=\DELIM
347	TOK	the		the\AT---6
348	TOK	first		first\MOS
##	TAG	<num>
349	TOK	159		159\X
##	TAG	</num>
350	TOK	randomised		randomised\JA
351	TOK	patients		patient\N5P
352	TOK	with		with\P
353	TOK	baseline		baseline\N5S
354	TOK	plasma		plasma\N5S
##	TAG	<name>
355	TOK	HIV		HIV\N46
##	TAG	</name>
---	DLE	-		=\DELIM
##	TAG	<num>
356	TOK	1		1\X
##	TAG	</num>
##	TAG	<name>
357	TOK	RNA		RNA\N46
##	TAG	</name>
358	TOK	concentrations		concentration\N5P
359	TOK	higher		high\JC
360	TOK	than		than\CS
##	TAG	<num>
361	TOK	15		15\X
##	TAG	</num>
##	TAG	<num>
362	TOK	000		000\X
##	TAG	</num>
363	TOK	copies/mL		copies/mL\N5P
---	DLE	(		=\DELIM
364	TOK	antiviral		antiviral\JA
365	TOK	activity		activity\N5S
366	TOK	subset		subset\N5S
---	DLD	)		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
367	TOK	The	BOS	the\AT---6
368	TOK	study		study\N5S
369	TOK	protocol		protocol\N5S
370	TOK	was		be\V6F-A66
371	TOK	approved		approve\VMC----
372	TOK	by		by\P
373	TOK	the		the\AT---6
374	TOK	appropriate		appropriate\JA
375	TOK	regulatory		regulatory\JA
376	TOK	agencies		agency\N5P
377	TOK	and		and\CC
378	TOK	institutional		institutional\JA
379	TOK	review		review\N5S
380	TOK	boards		board\N5P
381	TOK	of		of\P
382	TOK	the		the\AT---6
383	TOK	participating		participate\VMG----
384	TOK	centres		centre\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
385	TOK	Patients	BOS	patient\N5P
tf	TOK		EOS	=\DELS
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
387	TOK	Participants	BOS	participant\N5P
388	TOK	provided		provide\VMC----
389	TOK	written		write\VMC----
390	TOK	informed		inform\VMC----
391	TOK	consent		consent\N5S
392	TOK	before		before\CS
393	TOK	they		they\RPP3NN
394	TOK	underwent		undergo\VMF6A66
395	TOK	any		any\AG---6
396	TOK	screening		screening\N5S
397	TOK	procedures		procedure\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
398	TOK	Eligible	BOS	eligible\JA
399	TOK	participants		participant\N5P
400	TOK	were		be\V6F-A66
##	TAG	<loc pos="DGA7">
401	TOK	at least		at_least\DGA7
##	TAG	</loc>
##	TAG	<num>
402	TOK	12		12\X
##	TAG	</num>
##	TAG	<loc pos="N5P">
403	TOK	years old		years_old\N5P
##	TAG	</loc>
---	DLE	,		=\DELIM
404	TOK	had		have\V6F6A66
405	TOK	a		a\AI---S
406	TOK	confirmed		confirm\VMC----
407	TOK	serum		serum\N5S
408	TOK	antibody		antibody\N5S
409	TOK	test		test\N5S
410	TOK	for		for\P
##	TAG	<name>
411	TOK	HIV		HIV\N46
##	TAG	</name>
---	DLE	-		=\DELIM
##	TAG	<num>
412	TOK	1		1\X
##	TAG	</num>
---	DLE	,		=\DELIM
413	TOK	a		a\AI---S
##	TAG	<name>
414	TOK	CD4		CD4\N46
##	TAG	</name>
---	DLE	-		=\DELIM
415	TOK	lymphocyte		lymphocyte\N5S
416	TOK	count		count\N5S
417	TOK	of		of\P
##	TAG	<na type="function">
418	TOK	100/mL		noanat\W
##	TAG	</na>
419	TOK	or		or\CC
420	TOK	less		less\DDC7
---	DLD	,		=\DELIM
421	TOK	and		and\CC
422	TOK	had		have\V6F6A66
423	TOK	received		receive\VMC----
##	TAG	<loc pos="DGA7">
424	TOK	at least		at_least\DGA7
##	TAG	</loc>
##	TAG	<num>
425	TOK	9		9\X
##	TAG	</num>
426	TOK	months		month\N5P
427	TOK	of		of\P
428	TOK	therapy		therapy\N5S
429	TOK	with		with\P
##	TAG	<loc pos="DGA7">
430	TOK	at least		at_least\DGA7
##	TAG	</loc>
431	TOK	one		one\MCS
432	TOK	approved		approve\VMF6A66
433	TOK	nucleoside		nucleoside\N5S
---	DLE	(		=\DELIM
434	TOK	zidovudine		zidovudine\N5S
---	DLD	,		=\DELIM
435	TOK	zalcitabine		zalcitabine\N5S
---	DLD	,		=\DELIM
436	TOK	didanosine		didanosine\N5S
---	DLD	,		=\DELIM
437	TOK	or		or\CC
438	TOK	stavudine		stavudine\N5S
---	DLD	)		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
439	TOK	In	BOS	in\P
440	TOK	addition		addition\N5S
---	DLD	,		=\DELIM
441	TOK	participants		participant\N5P
442	TOK	had		have\V6F6A66
##	TAG	<loc pos="DGA7">
443	TOK	at least		at_least\DGA7
##	TAG	</loc>
##	TAG	<num>
444	TOK	6		6\X
##	TAG	</num>
445	TOK	weeks		week\N5P
446	TOK	of		of\P
447	TOK	stable		stable\JA
448	TOK	therapy		therapy\N5S
449	TOK	up		up\P
450	TOK	to		to\P
451	TOK	baseline		baseline\N5S
452	TOK	with		with\P
453	TOK	a		a\AI---S
##	TAG	<name>
454	TOK	Karnofsky		Karnofsky\N46
##	TAG	</name>
455	TOK	score		score\N56
456	TOK	of		of\P
457	TOK	more		more\DDC7
458	TOK	than		than\CS
##	TAG	<num>
459	TOK	70		70\X
##	TAG	</num>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
460	TOK	Exclusion	BOS	exclusion\N5S
461	TOK	criteria		criterion\N5P
462	TOK	included		include\VMF6A66
463	TOK	previous		previous\JA
464	TOK	enrolment		enrolment\N5S
465	TOK	in		in\P
466	TOK	this		this\AD---S
467	TOK	study		study\N5S
468	TOK	or		or\CC
469	TOK	another		another\JA
470	TOK	study		study\N5S
471	TOK	of		of\P
472	TOK	an		an\AI---S
##	TAG	<name>
473	TOK	HIV		HIV\N46
##	TAG	</name>
---	DLE	-		=\DELIM
##	TAG	<num>
474	TOK	1		1\X
##	TAG	</num>
475	TOK	protease		protease\N5S
476	TOK	inhibitor		inhibitor\N5S
---	DLD	,		=\DELIM
477	TOK	acute		acute\JA
478	TOK	illness		illness\N5S
---	DLD	,		=\DELIM
479	TOK	predefined		predefined\JA
480	TOK	haematological		haematological\JA
481	TOK	or		or\CC
482	TOK	biochemical		biochemical\JA
483	TOK	abnormality		abnormality\N5S
---	DLD	,		=\DELIM
484	TOK	current		current\JA
485	TOK	treatment		treatment\N5S
486	TOK	with		with\P
487	TOK	more		more\DDC7
488	TOK	than		than\CS
##	TAG	<num>
489	TOK	two		two\X
##	TAG	</num>
490	TOK	nucleoside		nucleoside\N5S
491	TOK	reverse		reverse\JA
---	DLI	-		=\DELIM
492	TOK	transcriptase		transcriptase\N5S
493	TOK	inhibitors		inhibitor\N5P
---	DLD	,		=\DELIM
494	TOK	experimental		experimental\JA
495	TOK	or		or\CC
496	TOK	illicit		illicit\JA
497	TOK	recreational		recreational\JA
498	TOK	drug		drug\N5S
499	TOK	use		use\VMF6R66
---	DLD	,		=\DELIM
500	TOK	treatment		treatment\N5S
501	TOK	with		with\P
502	TOK	specific		specific\JA
503	TOK	contraindicated		contraindicate\VMC----
504	TOK	drugs		drug\N5P
---	DLD	,		=\DELIM
505	TOK	pregnancy		pregnancy\N5S
---	DLD	,		=\DELIM
506	TOK	and		and\CC
507	TOK	breastfeeding		breastfeeding\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
508	TOK	Endpoints	BOS	endpoint\N5P
tf	TOK		EOS	=\DELS
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
510	TOK	The	BOS	the\AT---6
511	TOK	primary		primary\JA
512	TOK	outcome		outcome\N5S
513	TOK	measure		measure\N5S
514	TOK	was		be\V6F-A66
515	TOK	the		the\AT---6
516	TOK	time		time\N5S
517	TOK	to		to\P
518	TOK	any		any\AG---6
519	TOK	new		new\JA
##	TAG	<name>
520	TOK	AIDS		AIDS\N46
##	TAG	</name>
521	TOK	defining		define\VMG----
522	TOK	illness		illness\N5S
523	TOK	or		or\CC
524	TOK	death		death\N5S
525	TOK	not		not\DGA7
526	TOK	preceded		precede\VMF6A66
527	TOK	by		by\P
528	TOK	an		an\AI---S
##	TAG	<name>
529	TOK	AIDS		AIDS\N46
##	TAG	</name>
---	DLE	-		=\DELIM
530	TOK	defining		define\VMG----
531	TOK	event		event\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
532	TOK	A	BOS	a\AI---S
533	TOK	new		new\JA
##	TAG	<name>
534	TOK	AIDS		AIDS\N46
##	TAG	</name>
---	DLE	-		=\DELIM
535	TOK	defining		define\VMG----
536	TOK	event		event\N5S
537	TOK	was		be\V6F-A66
538	TOK	any		any\AG---6
539	TOK	clinical		clinical\JA
540	TOK	illness		illness\N5S
541	TOK	specified		specify\VMC----
542	TOK	by		by\P
543	TOK	the		the\AT---6
##	TAG	<name>
544	TOK	US Centers for Disease Control		US_Centers_for_Disease_Control\N46
##	TAG	</name>
545	TOK	and		and\CC
##	TAG	<name>
546	TOK	Prevention		Prevention\N46
##	TAG	</name>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
547	TOK	The	BOS	the\AT---6
548	TOK	recurrence		recurrence\N5S
549	TOK	of		of\P
550	TOK	pneumocystosis		pneumocystosis\N5S
---	DLD	,		=\DELIM
551	TOK	oesophageal		oesophageal\JA
552	TOK	candidosis		candidosis\N5P
---	DLD	,		=\DELIM
553	TOK	or		or\CC
554	TOK	chronic		chronic\JA
555	TOK	herpetic		herpetic\JA
556	TOK	ulcer		ulcer\N5S
557	TOK	was		be\V6F-A66
558	TOK	also		also\DGA7
559	TOK	included		include\VMC----
560	TOK	as		as\P
561	TOK	a		a\AI---S
562	TOK	primary		primary\JA
563	TOK	outcome		outcome\N5S
---	DLD	,		=\DELIM
564	TOK	but		but\CC
565	TOK	recurrence		recurrence\N5S
566	TOK	or		or\CC
567	TOK	progression		progression\N5S
568	TOK	of		of\P
569	TOK	other		other\JA
570	TOK	events		event\N5P
571	TOK	was		be\V6F-A66
572	TOK	not		not\DGA7
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
573	TOK	A	BOS	a\AI---S
574	TOK	secondary		secondary\JA
575	TOK	primary		primary\JA
576	TOK	outcome		outcome\N5S
577	TOK	measure		measure\VMI----
---	DLD	,		=\DELIM
578	TOK	analysed		analyse\VMC----
579	TOK	separately		separately\DGA7
---	DLD	,		=\DELIM
580	TOK	was		be\V6F-A66
581	TOK	death		death\N5S
582	TOK	from		from\P
583	TOK	any		any\AG---6
584	TOK	cause		cause\VMF6R66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
585	TOK	Each	BOS	each\AG---S
586	TOK	event		event\N5S
587	TOK	reported		report\VMC----
588	TOK	as		as\P
589	TOK	a		a\AI---S
590	TOK	disease		disease\N5S
591	TOK	outcome		outcome\N5S
592	TOK	was		be\V6F-A66
593	TOK	assessed		assess\VMC----
594	TOK	by		by\P
##	TAG	<num>
595	TOK	two		two\X
##	TAG	</num>
596	TOK	independent		independent\JA
597	TOK	reviewers		reviewer\N5P
---	DLE	(		=\DELIM
##	TAG	<name>
598	TOK	DWC		DWC\N46
##	TAG	</name>
599	TOK	and		and\CC
##	TAG	<name>
600	TOK	SK		SK\N46
##	TAG	</name>
---	DLE	)		=\DELIM
601	TOK	without		without\P
602	TOK	knowledge		knowledge\N5S
603	TOK	of		of\P
604	TOK	treatment		treatment\N5S
605	TOK	allocation		allocation\N5S
606	TOK	and		and\CC
##	TAG	<loc pos="P">
607	TOK	according to		according_to\P
##	TAG	</loc>
608	TOK	predefined		predefined\JA
609	TOK	diagnostic		diagnostic\JA
610	TOK	criteria		criterion\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
611	TOK	Source	BOS	source\N5S
612	TOK	documentation		documentation\N5S
613	TOK	to		to\P
614	TOK	support		support\VMI----
615	TOK	a		a\AI---S
616	TOK	high		high\JA
617	TOK	degree		degree\N5S
618	TOK	of		of\P
